model_type,country,best_val_loss,best_epoch,checkpoint_path,original_lr,fine_tuned_lr
tide,Tajikistan,0.04583742097020149,9,experiments/FineTuning/results/checkpoints/tajikistan/tide/Tajikistan_tide_epoch=09_val_loss=0.0458.ckpt,0.0001326033192269654,1.3260331922696541e-05
