epoch,lr-Adam,step,train_loss,train_mse
,0.003,0,,
0,,49,0.4330207407474518,0.4330207407474518
0,,99,0.3926912248134613,0.3926912248134613
0,,149,0.31119662523269653,0.31119662523269653
0,,199,0.29437950253486633,0.29437950253486633
0,,249,0.30833467841148376,0.30833467841148376
0,,299,0.4169635772705078,0.4169635772705078
0,,349,0.4324682354927063,0.4324682354927063
0,,399,0.3562002182006836,0.3562002182006836
0,,449,0.3781958520412445,0.3781958520412445
0,,499,0.2690099775791168,0.2690099775791168
0,,549,0.38833966851234436,0.38833966851234436
0,,599,0.2853083312511444,0.2853083312511444
0,,649,0.3378809690475464,0.3378809690475464
0,,699,0.3313317894935608,0.3313317894935608
0,,749,0.3280965983867645,0.3280965983867645
0,,799,0.2552567422389984,0.2552567422389984
0,,849,0.3165552318096161,0.3165552318096161
0,,899,0.27937817573547363,0.27937817573547363
0,,949,0.27361249923706055,0.27361249923706055
0,,999,0.3351019024848938,0.3351019024848938
0,,1049,0.30361276865005493,0.30361276865005493
0,,1099,0.25164809823036194,0.25164809823036194
0,,1149,0.2727619707584381,0.2727619707584381
0,,1199,0.2770518362522125,0.2770518362522125
0,,1249,0.3273991644382477,0.3273991644382477
0,,1299,0.37459665536880493,0.37459665536880493
0,,1349,0.339245080947876,0.339245080947876
0,,1399,0.3307968080043793,0.3307968080043793
0,,1449,0.24576644599437714,0.24576644599437714
0,,1499,0.2814807593822479,0.2814807593822479
0,,1549,0.29835641384124756,0.29835641384124756
0,,1599,0.3617923855781555,0.3617923855781555
0,,1649,0.31339526176452637,0.31339526176452637
0,,1699,0.31550508737564087,0.31550508737564087
0,,1749,0.24099591374397278,0.24099591374397278
0,,1799,0.33938851952552795,0.33938851952552795
0,,1849,0.36732321977615356,0.36732321977615356
0,,1899,0.25927916169166565,0.25927916169166565
0,,1949,0.280612051486969,0.280612051486969
0,,1999,0.2882225513458252,0.2882225513458252
0,,2049,0.3206438422203064,0.3206438422203064
0,,2099,0.3211345374584198,0.3211345374584198
0,,2149,0.24961967766284943,0.24961967766284943
0,,2199,0.2783273160457611,0.2783273160457611
0,,2249,0.3576000928878784,0.3576000928878784
0,,2299,0.20487450063228607,0.20487450063228607
0,,2349,0.351705938577652,0.351705938577652
0,,2399,0.33373910188674927,0.33373910188674927
0,,2449,0.2849387526512146,0.2849387526512146
0,,2499,0.3172369599342346,0.3172369599342346
0,,2549,0.26979920268058777,0.26979920268058777
0,,2599,0.2994546592235565,0.2994546592235565
0,,2649,0.3456454277038574,0.3456454277038574
0,,2699,0.27034807205200195,0.27034807205200195
0,,2749,0.26119086146354675,0.26119086146354675
0,,2799,0.21768008172512054,0.21768008172512054
0,,2849,0.27355659008026123,0.27355659008026123
0,,2899,0.31486478447914124,0.31486478447914124
0,,2949,0.2559398412704468,0.2559398412704468
0,,2999,0.36888551712036133,0.36888551712036133
0,,3049,0.25909101963043213,0.25909101963043213
0,,3099,0.2743441164493561,0.2743441164493561
0,,3149,0.22920241951942444,0.22920241951942444
0,,3199,0.33997759222984314,0.33997759222984314
0,,3249,0.2741070091724396,0.2741070091724396
0,,3299,0.19642415642738342,0.19642415642738342
0,,3349,0.3374863564968109,0.3374863564968109
0,,3399,0.33502742648124695,0.33502742648124695
0,,3449,0.24756422638893127,0.24756422638893127
0,,3499,0.25536400079727173,0.25536400079727173
0,,3549,0.3524143695831299,0.3524143695831299
0,,3599,0.2961074411869049,0.2961074411869049
0,,3649,0.2506627142429352,0.2506627142429352
