,horizon,prediction,observed,basin_id
0,1,0.43025756,0.42,CA_15013
1,2,0.44048765,0.45,CA_15013
2,3,0.45031625,0.47999996,CA_15013
3,4,0.45762756,0.51,CA_15013
4,5,0.4641487,0.53999996,CA_15013
5,6,0.47107518,0.57,CA_15013
6,7,0.47911358,0.59000003,CA_15013
7,8,0.48543996,0.62,CA_15013
8,9,0.49117386,0.65,CA_15013
9,10,0.49450547,0.68000007,CA_15013
10,1,0.4610415,0.45,CA_15013
11,2,0.48318243,0.47999996,CA_15013
12,3,0.5064123,0.51,CA_15013
13,4,0.5270863,0.53999996,CA_15013
14,5,0.5463814,0.57,CA_15013
15,6,0.5650425,0.59000003,CA_15013
16,7,0.5840322,0.62,CA_15013
17,8,0.6005792,0.65,CA_15013
18,9,0.6147839,0.68000007,CA_15013
19,10,0.6247736,0.71,CA_15013
20,1,0.47579613,0.47999996,CA_15013
21,2,0.49788868,0.51,CA_15013
22,3,0.52156484,0.53999996,CA_15013
23,4,0.5427566,0.57,CA_15013
24,5,0.5628067,0.59000003,CA_15013
25,6,0.582179,0.62,CA_15013
26,7,0.60165626,0.65,CA_15013
27,8,0.6186763,0.68000007,CA_15013
28,9,0.633282,0.71,CA_15013
29,10,0.64325523,0.74,CA_15013
30,1,0.49558446,0.51,CA_15013
31,2,0.5261067,0.53999996,CA_15013
32,3,0.5590005,0.57,CA_15013
33,4,0.58976656,0.59000003,CA_15013
34,5,0.6190274,0.62,CA_15013
35,6,0.6470656,0.65,CA_15013
36,7,0.67479545,0.68000007,CA_15013
37,8,0.69972146,0.71,CA_15013
38,9,0.7213104,0.74,CA_15013
39,10,0.7372635,0.77,CA_15013
40,1,0.52979034,0.53999996,CA_15013
41,2,0.5699143,0.57,CA_15013
42,3,0.61361307,0.59000003,CA_15013
43,4,0.65547395,0.62,CA_15013
44,5,0.69549084,0.65,CA_15013
45,6,0.7334909,0.68000007,CA_15013
46,7,0.7707124,0.71,CA_15013
47,8,0.8045717,0.74,CA_15013
48,9,0.8332595,0.77,CA_15013
49,10,0.85474163,0.8,CA_15013
50,1,0.57329094,0.57,CA_15013
51,2,0.6190584,0.59000003,CA_15013
52,3,0.6686804,0.62,CA_15013
53,4,0.71678126,0.65,CA_15013
