,horizon,prediction,observed,basin_id
0,1,0.39606643,0.42,CA_15013
1,2,0.39855862,0.45,CA_15013
2,3,0.40394646,0.47999996,CA_15013
3,4,0.41022053,0.51,CA_15013
4,5,0.41757905,0.53999996,CA_15013
5,6,0.42458493,0.57,CA_15013
6,7,0.4311391,0.59000003,CA_15013
7,8,0.43593088,0.62,CA_15013
8,9,0.4428286,0.65,CA_15013
9,10,0.44798312,0.68000007,CA_15013
10,1,0.42588216,0.45,CA_15013
11,2,0.43175986,0.47999996,CA_15013
12,3,0.44153962,0.51,CA_15013
13,4,0.45257932,0.53999996,CA_15013
14,5,0.46534175,0.57,CA_15013
15,6,0.47802648,0.59000003,CA_15013
16,7,0.4898284,0.62,CA_15013
17,8,0.49999484,0.65,CA_15013
18,9,0.5122007,0.68000007,CA_15013
19,10,0.5225115,0.71,CA_15013
20,1,0.43694675,0.47999996,CA_15013
21,2,0.44015324,0.51,CA_15013
22,3,0.44747537,0.53999996,CA_15013
23,4,0.45664415,0.57,CA_15013
24,5,0.46749982,0.59000003,CA_15013
25,6,0.47838372,0.62,CA_15013
26,7,0.48874086,0.65,CA_15013
27,8,0.49757594,0.68000007,CA_15013
28,9,0.5085359,0.71,CA_15013
29,10,0.51776403,0.74,CA_15013
30,1,0.46429083,0.51,CA_15013
31,2,0.46496007,0.53999996,CA_15013
32,3,0.4665488,0.57,CA_15013
33,4,0.4679521,0.59000003,CA_15013
34,5,0.46954218,0.62,CA_15013
35,6,0.47040555,0.65,CA_15013
36,7,0.47103167,0.68000007,CA_15013
37,8,0.47032195,0.71,CA_15013
38,9,0.4714522,0.74,CA_15013
39,10,0.47167277,0.77,CA_15013
40,1,0.5210844,0.53999996,CA_15013
41,2,0.5230915,0.57,CA_15013
42,3,0.524407,0.59000003,CA_15013
43,4,0.524452,0.62,CA_15013
44,5,0.5243116,0.65,CA_15013
45,6,0.5232782,0.68000007,CA_15013
46,7,0.52177465,0.71,CA_15013
47,8,0.51904655,0.74,CA_15013
48,9,0.51794755,0.77,CA_15013
49,10,0.5166849,0.8,CA_15013
50,1,0.55776083,0.57,CA_15013
51,2,0.5647739,0.59000003,CA_15013
52,3,0.5706913,0.62,CA_15013
53,4,0.57444036,0.65,CA_15013
54,5,0.5777848,0.68000007,CA_15013
55,6,0.5798212,0.71,CA_15013
56,7,0.5806011,0.74,CA_15013
57,8,0.5803288,0.77,CA_15013
58,9,0.58132595,0.8,CA_15013
59,10,0.5823899,0.78999996,CA_15013
60,1,0.58668435,0.59000003,CA_15013
61,2,0.5937125,0.62,CA_15013
62,3,0.5995916,0.65,CA_15013
63,4,0.6032914,0.68000007,CA_15013
64,5,0.6065726,0.71,CA_15013
65,6,0.60857743,0.74,CA_15013
66,7,0.60929227,0.77,CA_15013
67,8,0.6089685,0.8,CA_15013
68,9,0.6097722,0.78999996,CA_15013
69,10,0.6107678,0.78999996,CA_15013
70,1,0.61436784,0.62,CA_15013
71,2,0.6258725,0.65,CA_15013
72,3,0.6344012,0.68000007,CA_15013
73,4,0.6389483,0.71,CA_15013
74,5,0.6425528,0.74,CA_15013
75,6,0.64439154,0.77,CA_15013
76,7,0.6443049,0.8,CA_15013
77,8,0.64345014,0.78999996,CA_15013
78,9,0.64346695,0.78999996,CA_15013
79,10,0.64421785,0.78999996,CA_15013
80,1,0.6678113,0.65,CA_15013
81,2,0.6826236,0.68000007,CA_15013
82,3,0.69543886,0.71,CA_15013
83,4,0.7051426,0.74,CA_15013
84,5,0.7148742,0.77,CA_15013
85,6,0.72325534,0.8,CA_15013
86,7,0.72924316,0.78999996,CA_15013
87,8,0.7353462,0.78999996,CA_15013
88,9,0.7425133,0.78999996,CA_15013
89,10,0.7510154,0.78,CA_15013
90,1,0.6776061,0.68000007,CA_15013
91,2,0.6910277,0.71,CA_15013
92,3,0.70353746,0.74,CA_15013
93,4,0.7137759,0.77,CA_15013
94,5,0.72389525,0.8,CA_15013
95,6,0.73260385,0.78999996,CA_15013
96,7,0.7390162,0.78999996,CA_15013
97,8,0.7452451,0.78999996,CA_15013
98,9,0.7523103,0.78,CA_15013
99,10,0.7604326,0.78,CA_15013
100,1,0.70281297,0.71,CA_15013
101,2,0.721342,0.74,CA_15013
102,3,0.73983705,0.77,CA_15013
103,4,0.75632846,0.8,CA_15013
104,5,0.77345246,0.78999996,CA_15013
105,6,0.78942513,0.78999996,CA_15013
106,7,0.8024642,0.78999996,CA_15013
107,8,0.81596345,0.78,CA_15013
108,9,0.8303704,0.78,CA_15013
109,10,0.84608275,0.77,CA_15013
110,1,0.73488414,0.74,CA_15013
111,2,0.75940436,0.77,CA_15013
112,3,0.7863349,0.8,CA_15013
113,4,0.8124026,0.78999996,CA_15013
114,5,0.84031063,0.78999996,CA_15013
115,6,0.86753184,0.78999996,CA_15013
116,7,0.8909545,0.78,CA_15013
117,8,0.9149348,0.78,CA_15013
118,9,0.93966305,0.77,CA_15013
119,10,0.96551406,0.77,CA_15013
120,1,0.7700078,0.77,CA_15013
121,2,0.7943249,0.8,CA_15013
122,3,0.8220086,0.78999996,CA_15013
123,4,0.8496541,0.78999996,CA_15013
124,5,0.87951887,0.78999996,CA_15013
125,6,0.9088144,0.78,CA_15013
126,7,0.9341756,0.78,CA_15013
127,8,0.96006465,0.77,CA_15013
128,9,0.9865489,0.77,CA_15013
129,10,1.0142317,0.77,CA_15013
130,1,0.8219313,0.8,CA_15013
131,2,0.8566357,0.78999996,CA_15013
132,3,0.8962864,0.78999996,CA_15013
133,4,0.9362911,0.78999996,CA_15013
134,5,0.9804906,0.78,CA_15013
135,6,1.0247883,0.78,CA_15013
136,7,1.063714,0.77,CA_15013
137,8,1.1040711,0.77,CA_15013
138,9,1.1452776,0.77,CA_15013
139,10,1.1882832,0.76,CA_15013
140,1,0.8422905,0.78999996,CA_15013
141,2,0.8809383,0.78999996,CA_15013
142,3,0.92681676,0.78999996,CA_15013
143,4,0.97429264,0.78,CA_15013
144,5,1.0269234,0.78,CA_15013
145,6,1.0801122,0.77,CA_15013
146,7,1.1274191,0.77,CA_15013
147,8,1.1761532,0.77,CA_15013
148,9,1.2256223,0.76,CA_15013
149,10,1.2766807,0.76,CA_15013
150,1,0.8236268,0.78999996,CA_15013
151,2,0.8670696,0.78999996,CA_15013
152,3,0.92069,0.78,CA_15013
153,4,0.97719467,0.78,CA_15013
154,5,1.040077,0.77,CA_15013
155,6,1.1042233,0.77,CA_15013
156,7,1.1621137,0.77,CA_15013
157,8,1.2213502,0.76,CA_15013
158,9,1.2812344,0.76,CA_15013
159,10,1.3418391,0.89,CA_15013
160,1,0.82784957,0.78999996,CA_15013
161,2,0.8657287,0.78,CA_15013
162,3,0.9145192,0.78,CA_15013
163,4,0.9670909,0.77,CA_15013
164,5,1.0264821,0.77,CA_15013
165,6,1.0876361,0.77,CA_15013
166,7,1.143417,0.76,CA_15013
167,8,1.2005897,0.76,CA_15013
168,9,1.2586427,0.89,CA_15013
169,10,1.3168337,0.75,CA_15013
170,1,0.88710016,0.78,CA_15013
171,2,0.94135267,0.78,CA_15013
172,3,1.0042571,0.77,CA_15013
173,4,1.0677702,0.77,CA_15013
174,5,1.137502,0.77,CA_15013
175,6,1.2075343,0.76,CA_15013
176,7,1.2696116,0.76,CA_15013
177,8,1.3321633,0.89,CA_15013
178,9,1.3943653,0.75,CA_15013
179,10,1.4572595,0.89,CA_15013
180,1,0.8532318,0.78,CA_15013
181,2,0.9056721,0.77,CA_15013
182,3,0.96896905,0.77,CA_15013
183,4,1.0346076,0.77,CA_15013
184,5,1.1061283,0.76,CA_15013
185,6,1.1779573,0.76,CA_15013
186,7,1.2431754,0.89,CA_15013
187,8,1.3076456,0.75,CA_15013
188,9,1.3709142,0.89,CA_15013
189,10,1.4334562,1.0300001,CA_15013
190,1,0.83319956,0.77,CA_15013
191,2,0.8921318,0.77,CA_15013
192,3,0.9612168,0.77,CA_15013
193,4,1.0320505,0.76,CA_15013
194,5,1.1069059,0.76,CA_15013
195,6,1.180678,0.89,CA_15013
196,7,1.248432,0.75,CA_15013
197,8,1.3137324,0.89,CA_15013
198,9,1.3763218,1.0300001,CA_15013
199,10,1.4374774,1.17,CA_15013
200,1,0.8264905,0.77,CA_15013
201,2,0.8897512,0.77,CA_15013
202,3,0.9647874,0.76,CA_15013
203,4,1.042661,0.76,CA_15013
204,5,1.124124,0.89,CA_15013
205,6,1.2039907,0.75,CA_15013
206,7,1.2790428,0.89,CA_15013
207,8,1.3493481,1.0300001,CA_15013
208,9,1.4153768,1.17,CA_15013
