,horizon,prediction,observed,basin_id
0,1,0.38946095,0.42,CA_15013
1,2,0.39160073,0.45,CA_15013
2,3,0.39260563,0.47999996,CA_15013
3,4,0.3970982,0.51,CA_15013
4,5,0.39983326,0.53999996,CA_15013
5,6,0.4045157,0.57,CA_15013
6,7,0.4062001,0.59000003,CA_15013
7,8,0.41179287,0.62,CA_15013
8,9,0.4159274,0.65,CA_15013
9,10,0.4204654,0.68000007,CA_15013
10,1,0.41855946,0.45,CA_15013
11,2,0.42074174,0.47999996,CA_15013
12,3,0.4218545,0.51,CA_15013
13,4,0.4263957,0.53999996,CA_15013
14,5,0.42964065,0.57,CA_15013
15,6,0.4345511,0.59000003,CA_15013
16,7,0.43693763,0.62,CA_15013
17,8,0.44285268,0.65,CA_15013
18,9,0.44778022,0.68000007,CA_15013
19,10,0.4530461,0.71,CA_15013
20,1,0.42246658,0.47999996,CA_15013
21,2,0.42499316,0.51,CA_15013
22,3,0.42646077,0.53999996,CA_15013
23,4,0.43152788,0.57,CA_15013
24,5,0.43544623,0.59000003,CA_15013
25,6,0.44106796,0.62,CA_15013
26,7,0.44427308,0.65,CA_15013
27,8,0.45106864,0.68000007,CA_15013
28,9,0.45697176,0.71,CA_15013
29,10,0.4631551,0.74,CA_15013
30,1,0.45160067,0.51,CA_15013
31,2,0.4541185,0.53999996,CA_15013
32,3,0.45571253,0.57,CA_15013
33,4,0.46084315,0.59000003,CA_15013
34,5,0.4648353,0.62,CA_15013
35,6,0.47060832,0.65,CA_15013
36,7,0.4741239,0.68000007,CA_15013
37,8,0.48125094,0.71,CA_15013
38,9,0.4873777,0.74,CA_15013
39,10,0.4937093,0.77,CA_15013
40,1,0.49623343,0.53999996,CA_15013
41,2,0.49882218,0.57,CA_15013
42,3,0.5007133,0.59000003,CA_15013
43,4,0.5060898,0.62,CA_15013
44,5,0.51028496,0.65,CA_15013
45,6,0.51646984,0.68000007,CA_15013
46,7,0.520602,0.71,CA_15013
47,8,0.52848333,0.74,CA_15013
48,9,0.5350965,0.77,CA_15013
49,10,0.54178035,0.8,CA_15013
50,1,0.5265776,0.57,CA_15013
51,2,0.5290345,0.59000003,CA_15013
52,3,0.5308763,0.62,CA_15013
53,4,0.5360416,0.65,CA_15013
54,5,0.5404456,0.68000007,CA_15013
55,6,0.5465272,0.71,CA_15013
56,7,0.5510311,0.74,CA_15013
57,8,0.5588456,0.77,CA_15013
58,9,0.5658356,0.8,CA_15013
59,10,0.572847,0.78999996,CA_15013
60,1,0.5501459,0.59000003,CA_15013
61,2,0.55259246,0.62,CA_15013
62,3,0.55466247,0.65,CA_15013
63,4,0.5597178,0.68000007,CA_15013
64,5,0.5640076,0.71,CA_15013
65,6,0.5698497,0.74,CA_15013
66,7,0.5742121,0.77,CA_15013
67,8,0.58158565,0.8,CA_15013
68,9,0.5880464,0.78999996,CA_15013
69,10,0.5945556,0.78999996,CA_15013
70,1,0.5746324,0.62,CA_15013
71,2,0.58204883,0.65,CA_15013
72,3,0.58951306,0.68000007,CA_15013
73,4,0.5991857,0.71,CA_15013
74,5,0.60800475,0.74,CA_15013
75,6,0.6178369,0.77,CA_15013
76,7,0.6259879,0.8,CA_15013
77,8,0.6359323,0.78999996,CA_15013
78,9,0.64475256,0.78999996,CA_15013
79,10,0.6538222,0.78999996,CA_15013
80,1,0.63264143,0.65,CA_15013
81,2,0.64828545,0.68000007,CA_15013
82,3,0.6621283,0.71,CA_15013
83,4,0.67712283,0.74,CA_15013
84,5,0.69082105,0.77,CA_15013
85,6,0.70453817,0.8,CA_15013
86,7,0.716804,0.78999996,CA_15013
87,8,0.7291336,0.78999996,CA_15013
88,9,0.7410478,0.78999996,CA_15013
89,10,0.75328743,0.78,CA_15013
90,1,0.64959645,0.68000007,CA_15013
91,2,0.6612251,0.71,CA_15013
92,3,0.67139953,0.74,CA_15013
93,4,0.68298674,0.77,CA_15013
94,5,0.6939759,0.8,CA_15013
95,6,0.7053812,0.78999996,CA_15013
96,7,0.71592736,0.78999996,CA_15013
97,8,0.7269089,0.78999996,CA_15013
98,9,0.73753244,0.78,CA_15013
99,10,0.74848735,0.78,CA_15013
100,1,0.6984221,0.71,CA_15013
101,2,0.71290493,0.74,CA_15013
102,3,0.72501194,0.77,CA_15013
103,4,0.738376,0.8,CA_15013
104,5,0.7512572,0.78999996,CA_15013
105,6,0.76466984,0.78999996,CA_15013
106,7,0.77770543,0.78999996,CA_15013
107,8,0.7908293,0.78,CA_15013
108,9,0.80371475,0.78,CA_15013
109,10,0.8169274,0.77,CA_15013
110,1,0.73658454,0.74,CA_15013
111,2,0.76051456,0.77,CA_15013
112,3,0.7812374,0.8,CA_15013
113,4,0.8018907,0.78999996,CA_15013
114,5,0.82171184,0.78999996,CA_15013
115,6,0.84090054,0.78999996,CA_15013
116,7,0.8596219,0.78,CA_15013
117,8,0.8761426,0.78,CA_15013
118,9,0.8927901,0.77,CA_15013
119,10,0.9100831,0.77,CA_15013
120,1,0.776901,0.77,CA_15013
121,2,0.807235,0.8,CA_15013
122,3,0.83473814,0.78999996,CA_15013
123,4,0.8616711,0.78999996,CA_15013
124,5,0.8882261,0.78999996,CA_15013
125,6,0.9142635,0.78,CA_15013
126,7,0.9398209,0.78,CA_15013
127,8,0.96307236,0.77,CA_15013
128,9,0.98601097,0.77,CA_15013
129,10,1.009705,0.77,CA_15013
130,1,0.852996,0.8,CA_15013
131,2,0.8857419,0.78999996,CA_15013
132,3,0.9126053,0.78999996,CA_15013
133,4,0.9390987,0.78999996,CA_15013
134,5,0.96513,0.78,CA_15013
135,6,0.9903736,0.78,CA_15013
136,7,1.0159019,0.77,CA_15013
137,8,1.0393295,0.77,CA_15013
138,9,1.0636572,0.77,CA_15013
139,10,1.0884801,0.76,CA_15013
140,1,0.8745362,0.78999996,CA_15013
141,2,0.9201592,0.78999996,CA_15013
142,3,0.95713335,0.78999996,CA_15013
143,4,0.9899221,0.78,CA_15013
144,5,1.0209504,0.78,CA_15013
145,6,1.0497246,0.77,CA_15013
146,7,1.0781378,0.77,CA_15013
147,8,1.1034545,0.77,CA_15013
148,9,1.1304138,0.76,CA_15013
149,10,1.1583959,0.76,CA_15013
150,1,0.85066146,0.78999996,CA_15013
151,2,0.8989112,0.78999996,CA_15013
152,3,0.9388362,0.78,CA_15013
153,4,0.9747322,0.78,CA_15013
154,5,1.008707,0.77,CA_15013
155,6,1.039997,0.77,CA_15013
156,7,1.070502,0.77,CA_15013
157,8,1.0979891,0.76,CA_15013
158,9,1.1273854,0.76,CA_15013
159,10,1.1572022,0.89,CA_15013
160,1,0.8243526,0.78999996,CA_15013
161,2,0.8739635,0.78,CA_15013
162,3,0.91514146,0.78,CA_15013
163,4,0.9504714,0.77,CA_15013
164,5,0.98389965,0.77,CA_15013
165,6,1.0145437,0.77,CA_15013
166,7,1.0443201,0.76,CA_15013
167,8,1.0719366,0.76,CA_15013
168,9,1.1016854,0.89,CA_15013
169,10,1.1320548,0.75,CA_15013
170,1,0.8653168,0.78,CA_15013
171,2,0.9218957,0.78,CA_15013
172,3,0.9697858,0.77,CA_15013
173,4,1.0110122,0.77,CA_15013
174,5,1.0500591,0.77,CA_15013
175,6,1.0861272,0.76,CA_15013
176,7,1.1207527,0.76,CA_15013
177,8,1.1527344,0.89,CA_15013
178,9,1.1863583,0.75,CA_15013
179,10,1.2205971,0.89,CA_15013
180,1,0.84301376,0.78,CA_15013
181,2,0.8941449,0.77,CA_15013
182,3,0.9403411,0.77,CA_15013
183,4,0.98061526,0.77,CA_15013
184,5,1.0195597,0.76,CA_15013
185,6,1.0563023,0.76,CA_15013
186,7,1.0915707,0.89,CA_15013
187,8,1.1260216,0.75,CA_15013
188,9,1.160763,0.89,CA_15013
189,10,1.1967221,1.0300001,CA_15013
190,1,0.85813177,0.77,CA_15013
191,2,0.9161963,0.77,CA_15013
192,3,0.96860623,0.77,CA_15013
193,4,1.0136633,0.76,CA_15013
194,5,1.0566366,0.76,CA_15013
195,6,1.0966731,0.89,CA_15013
196,7,1.134601,0.75,CA_15013
197,8,1.1701341,0.89,CA_15013
198,9,1.2059591,1.0300001,CA_15013
199,10,1.2426661,1.17,CA_15013
200,1,0.84337544,0.77,CA_15013
201,2,0.902392,0.77,CA_15013
202,3,0.9567133,0.76,CA_15013
203,4,1.0050875,0.76,CA_15013
204,5,1.051464,0.89,CA_15013
205,6,1.0950167,0.75,CA_15013
206,7,1.1360501,0.89,CA_15013
207,8,1.1750292,1.0300001,CA_15013
208,9,1.214137,1.17,CA_15013
209,10,1.253679,1.3,CA_15013
210,1,0.83425146,0.77,CA_15013
211,2,0.88135827,0.76,CA_15013
212,3,0.9267263,0.76,CA_15013
213,4,0.9679213,0.89,CA_15013
214,5,1.0078831,0.75,CA_15013
215,6,1.0455803,0.89,CA_15013
216,7,1.0812896,1.0300001,CA_15013
217,8,1.1143584,1.17,CA_15013
218,9,1.1466877,1.3,CA_15013
219,10,1.1795425,2.06,CA_15013
220,1,0.84322625,0.76,CA_15013
221,2,0.8913295,0.76,CA_15013
222,3,0.93637526,0.89,CA_15013
223,4,0.97652173,0.75,CA_15013
224,5,1.0152564,0.89,CA_15013
225,6,1.0517722,1.0300001,CA_15013
226,7,1.0867109,1.17,CA_15013
227,8,1.1186851,1.3,CA_15013
228,9,1.1500514,2.06,CA_15013
229,10,1.1827565,2.48,CA_15013
230,1,0.820177,0.76,CA_15013
231,2,0.86626685,0.89,CA_15013
232,3,0.911106,0.75,CA_15013
233,4,0.94982165,0.89,CA_15013
234,5,0.9869076,1.0300001,CA_15013
235,6,1.0211257,1.17,CA_15013
236,7,1.0535582,1.3,CA_15013
237,8,1.0807463,2.06,CA_15013
238,9,1.1068835,2.48,CA_15013
239,10,1.1350551,2.48,CA_15013
240,1,0.8214588,0.89,CA_15013
241,2,0.87582266,0.75,CA_15013
242,3,0.9311599,0.89,CA_15013
243,4,0.9806376,1.0300001,CA_15013
244,5,1.0287154,1.17,CA_15013
245,6,1.0739957,1.3,CA_15013
246,7,1.1164861,2.06,CA_15013
247,8,1.1530547,2.48,CA_15013
248,9,1.187267,2.48,CA_15013
249,10,1.2237,3.0799997,CA_15013
250,1,0.96316844,0.75,CA_15013
251,2,1.0320655,0.89,CA_15013
252,3,1.0923138,1.0300001,CA_15013
253,4,1.1422135,1.17,CA_15013
254,5,1.1855134,1.3,CA_15013
255,6,1.2209326,2.06,CA_15013
256,7,1.2564217,2.48,CA_15013
257,8,1.2838476,2.48,CA_15013
258,9,1.3078809,3.0799997,CA_15013
259,10,1.3374616,3.63,CA_15013
260,1,0.8084005,0.89,CA_15013
261,2,0.860848,1.0300001,CA_15013
262,3,0.9184688,1.17,CA_15013
263,4,0.9718774,1.3,CA_15013
264,5,1.024307,2.06,CA_15013
265,6,1.0740154,2.48,CA_15013
266,7,1.119921,2.48,CA_15013
267,8,1.1590067,3.0799997,CA_15013
268,9,1.1941549,3.63,CA_15013
269,10,1.2308149,2.9299996,CA_15013
270,1,1.0553821,1.0300001,CA_15013
271,2,1.152962,1.17,CA_15013
272,3,1.2403244,1.3,CA_15013
273,4,1.31425,2.06,CA_15013
274,5,1.3793718,2.48,CA_15013
275,6,1.4330697,2.48,CA_15013
276,7,1.485273,3.0799997,CA_15013
277,8,1.524862,3.63,CA_15013
278,9,1.5593759,2.9299996,CA_15013
279,10,1.6003582,2.1999998,CA_15013
280,1,1.1663419,1.17,CA_15013
281,2,1.2039524,1.3,CA_15013
282,3,1.244037,2.06,CA_15013
283,4,1.2829831,2.48,CA_15013
284,5,1.3248124,2.48,CA_15013
285,6,1.3669064,3.0799997,CA_15013
286,7,1.4080067,3.63,CA_15013
287,8,1.4446323,2.9299996,CA_15013
288,9,1.4760638,2.1999998,CA_15013
289,10,1.51012,2.33,CA_15013
290,1,1.2437586,1.3,CA_15013
291,2,1.2836027,2.06,CA_15013
292,3,1.3248998,2.48,CA_15013
293,4,1.3653622,2.48,CA_15013
294,5,1.4104906,3.0799997,CA_15013
295,6,1.4570584,3.63,CA_15013
296,7,1.5032688,2.9299996,CA_15013
297,8,1.54703,2.1999998,CA_15013
298,9,1.5852542,2.33,CA_15013
299,10,1.6264663,3.8299997,CA_15013
300,1,1.335206,2.06,CA_15013
301,2,1.3783212,2.48,CA_15013
302,3,1.4286232,2.48,CA_15013
303,4,1.4820035,3.0799997,CA_15013
304,5,1.5427356,3.63,CA_15013
305,6,1.6064595,2.9299996,CA_15013
306,7,1.6691784,2.1999998,CA_15013
307,8,1.7302375,2.33,CA_15013
308,9,1.7827417,3.8299997,CA_15013
309,10,1.8382523,3.63,CA_15013
310,1,1.8852923,2.48,CA_15013
311,2,1.9101636,2.48,CA_15013
312,3,1.9396379,3.0799997,CA_15013
313,4,1.9780768,3.63,CA_15013
314,5,2.0323017,2.9299996,CA_15013
315,6,2.0948849,2.1999998,CA_15013
316,7,2.1598427,2.33,CA_15013
317,8,2.2273731,3.8299997,CA_15013
318,9,2.2832446,3.63,CA_15013
319,10,2.3444052,5.0699997,CA_15013
320,1,2.3712056,2.48,CA_15013
321,2,2.3838801,3.0799997,CA_15013
322,3,2.402814,3.63,CA_15013
323,4,2.438785,2.9299996,CA_15013
324,5,2.5014133,2.1999998,CA_15013
325,6,2.5780947,2.33,CA_15013
326,7,2.6604793,3.8299997,CA_15013
327,8,2.7486892,3.63,CA_15013
328,9,2.8210933,5.0699997,CA_15013
329,10,2.901291,3.8299997,CA_15013
330,1,2.5623937,3.0799997,CA_15013
331,2,2.5885136,3.63,CA_15013
332,3,2.6103106,2.9299996,CA_15013
333,4,2.646063,2.1999998,CA_15013
334,5,2.7056367,2.33,CA_15013
335,6,2.7768312,3.8299997,CA_15013
336,7,2.8525681,3.63,CA_15013
337,8,2.933968,5.0699997,CA_15013
338,9,3.0022533,3.8299997,CA_15013
339,10,3.078312,2.9299996,CA_15013
340,1,3.0420964,3.63,CA_15013
341,2,3.0687199,2.9299996,CA_15013
342,3,3.0839195,2.1999998,CA_15013
343,4,3.1161275,2.33,CA_15013
344,5,3.1765714,3.8299997,CA_15013
345,6,3.2501073,3.63,CA_15013
346,7,3.3285763,5.0699997,CA_15013
347,8,3.4146397,3.8299997,CA_15013
348,9,3.4867978,2.9299996,CA_15013
349,10,3.5679343,3.0799997,CA_15013
350,1,3.5936038,2.9299996,CA_15013
351,2,3.5624242,2.1999998,CA_15013
352,3,3.5246208,2.33,CA_15013
353,4,3.5134404,3.8299997,CA_15013
354,5,3.5424964,3.63,CA_15013
355,6,3.5917418,5.0699997,CA_15013
356,7,3.6499975,3.8299997,CA_15013
357,8,3.7239704,2.9299996,CA_15013
358,9,3.7800813,3.0799997,CA_15013
359,10,3.8469324,3.0799997,CA_15013
360,1,2.9314828,2.1999998,CA_15013
361,2,2.920469,2.33,CA_15013
362,3,2.9077585,3.8299997,CA_15013
363,4,2.9208522,3.63,CA_15013
364,5,2.9590816,5.0699997,CA_15013
365,6,3.0093603,3.8299997,CA_15013
366,7,3.0625095,2.9299996,CA_15013
367,8,3.128883,3.0799997,CA_15013
368,9,3.1827433,3.0799997,CA_15013
369,10,3.2409322,2.7799997,CA_15013
370,1,2.281137,2.33,CA_15013
371,2,2.3336992,3.8299997,CA_15013
372,3,2.384638,3.63,CA_15013
373,4,2.4466004,5.0699997,CA_15013
374,5,2.5192935,3.8299997,CA_15013
375,6,2.5930464,2.9299996,CA_15013
376,7,2.6609392,3.0799997,CA_15013
377,8,2.733421,3.0799997,CA_15013
378,9,2.7986612,2.7799997,CA_15013
379,10,2.86359,3.0799997,CA_15013
380,1,2.4640005,3.8299997,CA_15013
381,2,2.5281436,3.63,CA_15013
382,3,2.573593,5.0699997,CA_15013
383,4,2.6219716,3.8299997,CA_15013
384,5,2.6759717,2.9299996,CA_15013
385,6,2.7279136,3.0799997,CA_15013
386,7,2.7737257,3.0799997,CA_15013
387,8,2.8240776,2.7799997,CA_15013
388,9,2.871949,3.0799997,CA_15013
389,10,2.9200022,3.0799997,CA_15013
390,1,3.9520395,3.63,CA_15013
391,2,3.7961574,5.0699997,CA_15013
392,3,3.6360877,3.8299997,CA_15013
393,4,3.5231895,2.9299996,CA_15013
394,5,3.4664118,3.0799997,CA_15013
395,6,3.4417257,3.0799997,CA_15013
396,7,3.436894,2.7799997,CA_15013
397,8,3.4611523,3.0799997,CA_15013
398,9,3.4719815,3.0799997,CA_15013
399,10,3.4911683,3.2699997,CA_15013
400,1,3.96413,5.0699997,CA_15013
401,2,3.7883213,3.8299997,CA_15013
402,3,3.6083636,2.9299996,CA_15013
403,4,3.4758391,3.0799997,CA_15013
404,5,3.4008002,3.0799997,CA_15013
405,6,3.3574731,2.7799997,CA_15013
406,7,3.3362577,3.0799997,CA_15013
407,8,3.340127,3.0799997,CA_15013
408,9,3.3328855,3.2699997,CA_15013
409,10,3.335099,3.2699997,CA_15013
410,1,4.972088,3.8299997,CA_15013
411,2,4.4921827,2.9299996,CA_15013
412,3,4.080978,3.0799997,CA_15013
413,4,3.792262,3.0799997,CA_15013
414,5,3.6132944,2.7799997,CA_15013
415,6,3.4980602,3.0799997,CA_15013
416,7,3.4261985,3.0799997,CA_15013
417,8,3.4018483,3.2699997,CA_15013
418,9,3.3576097,3.2699997,CA_15013
419,10,3.3251865,4.1999993,CA_15013
420,1,3.665243,2.9299996,CA_15013
421,2,3.3379214,3.0799997,CA_15013
422,3,3.0750933,3.0799997,CA_15013
423,4,2.896515,2.7799997,CA_15013
424,5,2.791724,3.0799997,CA_15013
425,6,2.7276626,3.0799997,CA_15013
426,7,2.6889226,3.2699997,CA_15013
427,8,2.6828275,3.2699997,CA_15013
428,9,2.6599784,4.1999993,CA_15013
429,10,2.64162,4.1999993,CA_15013
430,1,2.850419,3.0799997,CA_15013
431,2,2.7471712,3.0799997,CA_15013
432,3,2.6574504,2.7799997,CA_15013
433,4,2.5937989,3.0799997,CA_15013
434,5,2.562697,3.0799997,CA_15013
435,6,2.5459456,3.2699997,CA_15013
436,7,2.5356102,3.2699997,CA_15013
437,8,2.541759,4.1999993,CA_15013
438,9,2.5399015,4.1999993,CA_15013
439,10,2.5391643,5.0699997,CA_15013
440,1,2.924334,3.0799997,CA_15013
441,2,2.8339453,2.7799997,CA_15013
