basin_id,horizon,MSE,MAE,NSE,RMSE
CA_15013,1,0.12963766,0.18106398,0.9484571106731892,0.3600523
CA_15013,2,0.23989478,0.24701431,0.9046128168702126,0.48979056
CA_15013,3,0.33926925,0.29584247,0.8650961816310883,0.5824682
CA_15013,4,0.4129798,0.3264849,0.8357925415039062,0.64263505
CA_15013,5,0.46556434,0.3605206,0.8148995935916901,0.68232274
CA_15013,6,0.5152747,0.38841993,0.7951623350381851,0.71782637
CA_15013,7,0.55553424,0.40401095,0.7791915684938431,0.7453417
CA_15013,8,0.5918768,0.41711614,0.7647846639156342,0.7693353
CA_15013,9,0.6221548,0.43020245,0.7528002262115479,0.7887679
CA_15013,10,0.634587,0.4367606,0.7479147613048553,0.7966097
CA_15020,1,0.027278032,0.09106664,0.9871360119432211,0.16516063
CA_15020,2,0.049520414,0.11582721,0.97681381739676,0.22253183
CA_15020,3,0.07200384,0.14242527,0.9665422923862934,0.2683353
CA_15020,4,0.091945946,0.16658372,0.9576164819300175,0.3032259
CA_15020,5,0.112040885,0.18949771,0.9487599991261959,0.33472508
CA_15020,6,0.13006642,0.20891932,0.9409784600138664,0.36064723
CA_15020,7,0.15124667,0.22645895,0.931893102824688,0.38890445
CA_15020,8,0.17606537,0.24469084,0.9213998541235924,0.41960144
CA_15020,9,0.19982858,0.26207367,0.9117051959037781,0.4470219
CA_15020,10,0.22057629,0.27875996,0.9034030064940453,0.46965548
CA_15022,1,0.026686328,0.09417199,0.9910347843542695,0.16335951
CA_15022,2,0.04506069,0.120404795,0.9850144386291504,0.21227503
CA_15022,3,0.06934378,0.15029936,0.9771685171872377,0.26333207
CA_15022,4,0.0900182,0.17231147,0.9706535506993532,0.30003032
CA_15022,5,0.10838142,0.19226615,0.9649888351559639,0.32921332
CA_15022,6,0.12561968,0.21088079,0.959807738661766,0.35442868
CA_15022,7,0.14180203,0.22619742,0.9550563469529152,0.3765661
CA_15022,8,0.15819101,0.2402653,0.9502985179424286,0.39773235
CA_15022,9,0.17538753,0.25205812,0.9453972913324833,0.41879293
CA_15022,10,0.1881972,0.26114506,0.9419363550841808,0.433817
CA_15025,1,0.01793328,0.08114754,0.9772285968065262,0.1339152
CA_15025,2,0.028100088,0.09889648,0.9644840732216835,0.1676308
CA_15025,3,0.037232608,0.11536729,0.9531832970678806,0.19295754
CA_15025,4,0.047191124,0.13290933,0.9410039000213146,0.21723518
CA_15025,5,0.057257414,0.14890687,0.928891733288765,0.23928522
CA_15025,6,0.06462017,0.16090961,0.9202504754066467,0.25420496
CA_15025,7,0.07110253,0.17031747,0.9127714410424232,0.2666506
CA_15025,8,0.077048324,0.1778602,0.9063774570822716,0.2775758
CA_15025,9,0.08357949,0.18592368,0.899312362074852,0.28910118
CA_15025,10,0.09289226,0.19566351,0.8889833465218544,0.3047823
CA_15039,1,0.026933074,0.072311714,0.9349990859627724,0.16411299
CA_15039,2,0.046567198,0.10097868,0.8875914886593819,0.21579434
CA_15039,3,0.061251476,0.12282949,0.8521160185337067,0.24749036
CA_15039,4,0.07303791,0.1393643,0.8236244022846222,0.27025527
CA_15039,5,0.08375395,0.15354013,0.7977069020271301,0.28940275
CA_15039,6,0.09548333,0.1647793,0.7693311423063278,0.30900377
CA_15039,7,0.103912726,0.17369546,0.7489178776741028,0.32235497
CA_15039,8,0.11149043,0.17977586,0.7305548787117004,0.33390182
CA_15039,9,0.11908254,0.18593967,0.7121497690677643,0.3450834
