,horizon,prediction,observed,basin_id
0,1,0.38432363,0.42,CA_15013
1,2,0.39287597,0.45,CA_15013
2,3,0.3993714,0.47999996,CA_15013
3,4,0.40996873,0.51,CA_15013
4,5,0.4161967,0.53999996,CA_15013
5,6,0.4232118,0.57,CA_15013
6,7,0.42922965,0.59000003,CA_15013
7,8,0.4350837,0.62,CA_15013
8,9,0.44012222,0.65,CA_15013
9,10,0.44549167,0.68000007,CA_15013
10,1,0.41602835,0.45,CA_15013
11,2,0.42322266,0.47999996,CA_15013
12,3,0.42711994,0.51,CA_15013
13,4,0.43380827,0.53999996,CA_15013
14,5,0.43798095,0.57,CA_15013
15,6,0.44325423,0.59000003,CA_15013
16,7,0.4479472,0.62,CA_15013
17,8,0.4517985,0.65,CA_15013
18,9,0.45669138,0.68000007,CA_15013
19,10,0.4632305,0.71,CA_15013
20,1,0.42906997,0.47999996,CA_15013
21,2,0.4350265,0.51,CA_15013
22,3,0.43831533,0.53999996,CA_15013
23,4,0.4446518,0.57,CA_15013
24,5,0.44832385,0.59000003,CA_15013
25,6,0.45302156,0.62,CA_15013
26,7,0.45714438,0.65,CA_15013
27,8,0.4607714,0.68000007,CA_15013
28,9,0.46502525,0.71,CA_15013
29,10,0.47067174,0.74,CA_15013
30,1,0.44607803,0.51,CA_15013
31,2,0.44703695,0.53999996,CA_15013
32,3,0.44606173,0.57,CA_15013
33,4,0.44829965,0.59000003,CA_15013
34,5,0.4486211,0.62,CA_15013
35,6,0.45005432,0.65,CA_15013
36,7,0.45116165,0.68000007,CA_15013
37,8,0.45233423,0.71,CA_15013
38,9,0.45431685,0.74,CA_15013
39,10,0.4581408,0.77,CA_15013
40,1,0.48123163,0.53999996,CA_15013
41,2,0.48483086,0.57,CA_15013
42,3,0.4862153,0.59000003,CA_15013
43,4,0.49026075,0.62,CA_15013
44,5,0.4923873,0.65,CA_15013
45,6,0.4955516,0.68000007,CA_15013
46,7,0.4983826,0.71,CA_15013
47,8,0.5008954,0.74,CA_15013
48,9,0.5042771,0.77,CA_15013
49,10,0.50919425,0.8,CA_15013
50,1,0.5251102,0.57,CA_15013
51,2,0.53259,0.59000003,CA_15013
