,horizon,prediction,observed,basin_id
0,1,0.3890534,0.42,CA_15013
1,2,0.38831016,0.45,CA_15013
2,3,0.38579252,0.47999996,CA_15013
3,4,0.38412613,0.51,CA_15013
4,5,0.3824269,0.53999996,CA_15013
5,6,0.38148615,0.57,CA_15013
6,7,0.379895,0.59000003,CA_15013
7,8,0.38000125,0.62,CA_15013
8,9,0.37850782,0.65,CA_15013
9,10,0.3795532,0.68000007,CA_15013
10,1,0.4243427,0.45,CA_15013
11,2,0.4263224,0.47999996,CA_15013
12,3,0.42674533,0.51,CA_15013
13,4,0.42787907,0.53999996,CA_15013
14,5,0.42899778,0.57,CA_15013
15,6,0.43093252,0.59000003,CA_15013
16,7,0.43183792,0.62,CA_15013
17,8,0.4337877,0.65,CA_15013
18,9,0.43389428,0.68000007,CA_15013
19,10,0.4362431,0.71,CA_15013
20,1,0.41512793,0.47999996,CA_15013
21,2,0.41818076,0.51,CA_15013
22,3,0.4196164,0.53999996,CA_15013
23,4,0.42174065,0.57,CA_15013
24,5,0.42380437,0.59000003,CA_15013
25,6,0.4266022,0.62,CA_15013
26,7,0.4281388,0.65,CA_15013
27,8,0.4305997,0.68000007,CA_15013
28,9,0.43097872,0.71,CA_15013
29,10,0.43359566,0.74,CA_15013
30,1,0.47485018,0.51,CA_15013
31,2,0.49727038,0.53999996,CA_15013
32,3,0.5182739,0.57,CA_15013
33,4,0.539593,0.59000003,CA_15013
34,5,0.5601816,0.62,CA_15013
35,6,0.5800255,0.65,CA_15013
36,7,0.59466815,0.68000007,CA_15013
37,8,0.6068984,0.71,CA_15013
38,9,0.61293375,0.74,CA_15013
39,10,0.6199722,0.77,CA_15013
40,1,0.5136425,0.53999996,CA_15013
41,2,0.54387087,0.57,CA_15013
42,3,0.5730212,0.59000003,CA_15013
43,4,0.60244447,0.62,CA_15013
44,5,0.6312049,0.65,CA_15013
45,6,0.6586763,0.68000007,CA_15013
46,7,0.6793708,0.71,CA_15013
47,8,0.69618034,0.74,CA_15013
48,9,0.70498466,0.77,CA_15013
49,10,0.7141541,0.8,CA_15013
50,1,0.5517455,0.57,CA_15013
51,2,0.59509045,0.59000003,CA_15013
52,3,0.6373522,0.62,CA_15013
53,4,0.67996776,0.65,CA_15013
54,5,0.71929824,0.68000007,CA_15013
55,6,0.7565671,0.71,CA_15013
56,7,0.7840793,0.74,CA_15013
57,8,0.8049512,0.77,CA_15013
58,9,0.8154418,0.8,CA_15013
59,10,0.8253373,0.78999996,CA_15013
