,horizon,prediction,observed,basin_id
0,1,0.40854758,0.42,CA_15013
1,2,0.42221558,0.45,CA_15013
2,3,0.43913192,0.47999996,CA_15013
3,4,0.45753056,0.51,CA_15013
4,5,0.47431856,0.53999996,CA_15013
5,6,0.49285665,0.57,CA_15013
6,7,0.5143142,0.59000003,CA_15013
7,8,0.5320275,0.62,CA_15013
8,9,0.54745406,0.65,CA_15013
9,10,0.5615505,0.68000007,CA_15013
10,1,0.43054476,0.45,CA_15013
11,2,0.4512754,0.47999996,CA_15013
12,3,0.47778362,0.51,CA_15013
13,4,0.50771046,0.53999996,CA_15013
14,5,0.535199,0.57,CA_15013
15,6,0.565054,0.59000003,CA_15013
16,7,0.5991856,0.62,CA_15013
17,8,0.6280873,0.65,CA_15013
18,9,0.65326,0.68000007,CA_15013
19,10,0.67653596,0.71,CA_15013
20,1,0.4391923,0.47999996,CA_15013
21,2,0.46122062,0.51,CA_15013
22,3,0.48952925,0.53999996,CA_15013
23,4,0.5216571,0.57,CA_15013
24,5,0.5511979,0.59000003,CA_15013
25,6,0.5832296,0.62,CA_15013
26,7,0.6198071,0.65,CA_15013
27,8,0.65088403,0.68000007,CA_15013
28,9,0.67795384,0.71,CA_15013
29,10,0.703024,0.74,CA_15013
30,1,0.46042657,0.51,CA_15013
31,2,0.4839238,0.53999996,CA_15013
32,3,0.5143414,0.57,CA_15013
33,4,0.5491048,0.59000003,CA_15013
34,5,0.5810926,0.62,CA_15013
35,6,0.6157021,0.65,CA_15013
36,7,0.6551579,0.68000007,CA_15013
37,8,0.6888018,0.71,CA_15013
38,9,0.718091,0.74,CA_15013
39,10,0.7452593,0.77,CA_15013
40,1,0.48229313,0.53999996,CA_15013
41,2,0.49825424,0.57,CA_15013
42,3,0.5185281,0.59000003,CA_15013
43,4,0.54109716,0.62,CA_15013
44,5,0.5617107,0.65,CA_15013
45,6,0.58408386,0.68000007,CA_15013
46,7,0.6096716,0.71,CA_15013
47,8,0.6310222,0.74,CA_15013
48,9,0.649473,0.77,CA_15013
49,10,0.6663725,0.8,CA_15013
50,1,0.51602936,0.57,CA_15013
51,2,0.53671706,0.59000003,CA_15013
52,3,0.5629875,0.62,CA_15013
53,4,0.59225875,0.65,CA_15013
54,5,0.619253,0.68000007,CA_15013
55,6,0.6480252,0.71,CA_15013
56,7,0.6806209,0.74,CA_15013
