,horizon,prediction,observed,basin_id
0,1,0.38836783,0.42,CA_15013
1,2,0.39065558,0.45,CA_15013
2,3,0.39435416,0.47999996,CA_15013
3,4,0.40088156,0.51,CA_15013
4,5,0.406476,0.53999996,CA_15013
5,6,0.41103682,0.57,CA_15013
6,7,0.4170149,0.59000003,CA_15013
7,8,0.42306888,0.62,CA_15013
8,9,0.4280554,0.65,CA_15013
9,10,0.43342084,0.68000007,CA_15013
10,1,0.41947055,0.45,CA_15013
11,2,0.42342255,0.47999996,CA_15013
12,3,0.4300583,0.51,CA_15013
13,4,0.43948364,0.53999996,CA_15013
14,5,0.44750208,0.57,CA_15013
15,6,0.4539215,0.59000003,CA_15013
16,7,0.46167216,0.62,CA_15013
17,8,0.46948266,0.65,CA_15013
18,9,0.47677404,0.68000007,CA_15013
19,10,0.48438174,0.71,CA_15013
20,1,0.4482026,0.47999996,CA_15013
21,2,0.45316827,0.51,CA_15013
22,3,0.4637543,0.53999996,CA_15013
23,4,0.47743505,0.57,CA_15013
24,5,0.48899478,0.59000003,CA_15013
25,6,0.49779665,0.62,CA_15013
26,7,0.5076888,0.65,CA_15013
27,8,0.51769084,0.68000007,CA_15013
28,9,0.52834785,0.71,CA_15013
29,10,0.53920084,0.74,CA_15013
30,1,0.47276732,0.51,CA_15013
31,2,0.478574,0.53999996,CA_15013
32,3,0.48776904,0.57,CA_15013
33,4,0.49973625,0.59000003,CA_15013
34,5,0.5099739,0.62,CA_15013
35,6,0.51821834,0.65,CA_15013
36,7,0.5284421,0.68000007,CA_15013
37,8,0.5389049,0.71,CA_15013
38,9,0.5491639,0.74,CA_15013
39,10,0.5592771,0.77,CA_15013
40,1,0.5008129,0.53999996,CA_15013
41,2,0.5062555,0.57,CA_15013
42,3,0.51389873,0.59000003,CA_15013
43,4,0.5239891,0.62,CA_15013
44,5,0.5325758,0.65,CA_15013
45,6,0.5396038,0.68000007,CA_15013
46,7,0.54887253,0.71,CA_15013
47,8,0.5584911,0.74,CA_15013
48,9,0.5675509,0.77,CA_15013
49,10,0.57623476,0.8,CA_15013
50,1,0.5363397,0.57,CA_15013
51,2,0.5510447,0.59000003,CA_15013
52,3,0.5631515,0.62,CA_15013
53,4,0.5765307,0.65,CA_15013
54,5,0.5880189,0.68000007,CA_15013
55,6,0.59840703,0.71,CA_15013
56,7,0.61087906,0.74,CA_15013
57,8,0.62311727,0.77,CA_15013
58,9,0.6336483,0.8,CA_15013
59,10,0.6443457,0.78999996,CA_15013
60,1,0.55927145,0.59000003,CA_15013
61,2,0.57290536,0.62,CA_15013
62,3,0.58418596,0.65,CA_15013
63,4,0.5965243,0.68000007,CA_15013
64,5,0.60727185,0.71,CA_15013
65,6,0.61711395,0.74,CA_15013
66,7,0.62951344,0.77,CA_15013
67,8,0.6422342,0.8,CA_15013
68,9,0.6530372,0.78999996,CA_15013
69,10,0.66340643,0.78999996,CA_15013
70,1,0.58815485,0.62,CA_15013
71,2,0.60186684,0.65,CA_15013
72,3,0.6127802,0.68000007,CA_15013
73,4,0.62448704,0.71,CA_15013
74,5,0.6347299,0.74,CA_15013
75,6,0.6441839,0.77,CA_15013
76,7,0.6563633,0.8,CA_15013
77,8,0.6691128,0.78999996,CA_15013
78,9,0.6797941,0.78999996,CA_15013
79,10,0.6897781,0.78999996,CA_15013
80,1,0.63425314,0.65,CA_15013
81,2,0.65342337,0.68000007,CA_15013
82,3,0.6736913,0.71,CA_15013
83,4,0.69464684,0.74,CA_15013
84,5,0.71304524,0.77,CA_15013
85,6,0.72901464,0.8,CA_15013
86,7,0.7472656,0.78999996,CA_15013
87,8,0.7664161,0.78999996,CA_15013
88,9,0.78482604,0.78999996,CA_15013
89,10,0.8024619,0.78,CA_15013
90,1,0.66747856,0.68000007,CA_15013
91,2,0.68967116,0.71,CA_15013
92,3,0.7150198,0.74,CA_15013
93,4,0.7407061,0.77,CA_15013
94,5,0.76335627,0.8,CA_15013
95,6,0.78265786,0.78999996,CA_15013
96,7,0.80431885,0.78999996,CA_15013
97,8,0.82721317,0.78999996,CA_15013
98,9,0.85016656,0.78,CA_15013
99,10,0.8716401,0.78,CA_15013
100,1,0.72875994,0.71,CA_15013
101,2,0.75011015,0.74,CA_15013
102,3,0.7753329,0.77,CA_15013
103,4,0.8005402,0.8,CA_15013
104,5,0.8224416,0.78999996,CA_15013
105,6,0.8406831,0.78999996,CA_15013
106,7,0.8613453,0.78999996,CA_15013
107,8,0.8835232,0.78,CA_15013
108,9,0.90611595,0.78,CA_15013
109,10,0.92672044,0.77,CA_15013
110,1,0.8051399,0.74,CA_15013
111,2,0.8288538,0.77,CA_15013
