epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,2e-05,0,,,,,
0,,49,0.6681655645370483,0.5641016960144043,0.23001889884471893,,
0,,99,0.6414905786514282,0.5565696954727173,0.23582439124584198,,
0,,149,0.6206740140914917,0.5855478048324585,0.27521076798439026,,
0,,199,0.6012359857559204,0.5240854620933533,0.22346745431423187,,
0,,249,0.5838518142700195,0.5249969959259033,0.23307111859321594,,
0,,258,,,,0.8001682758331299,0.2365044355392456
,2e-05,259,,,,,
1,,299,0.5693457722663879,0.5192655920982361,0.2345927208662033,,
1,,349,0.5642196536064148,0.5247030258178711,0.2425931692123413,,
1,,399,0.5540417432785034,0.5422508120536804,0.2652299404144287,,
1,,449,0.5532242655754089,0.5234724283218384,0.2468603104352951,,
1,,499,0.5459610223770142,0.5091577768325806,0.2361772507429123,,
1,,517,,,,0.8195968866348267,0.24262693524360657
,2e-05,518,,,,,
2,,549,0.5521429777145386,0.5058303475379944,0.2297588586807251,,
2,,599,0.5499140024185181,0.5081121921539307,0.23315516114234924,,
2,,649,0.5517117977142334,0.5224231481552124,0.2465672492980957,,
2,,699,0.5543700456619263,0.5386043787002563,0.2614193260669708,,
2,,749,0.5632411241531372,0.5460522174835205,0.2644316852092743,,
2,,776,,,,0.7877768278121948,0.24818560481071472
,2e-05,777,,,,,
3,,799,0.5664777755737305,0.5256316661834717,0.24239280819892883,,
3,,849,0.5639362931251526,0.5457915663719177,0.26382341980934143,,
3,,899,0.5650689601898193,0.5513198375701904,0.2687853276729584,,
3,,949,0.5742555260658264,0.5452516078948975,0.25812384486198425,,
3,,999,0.5761909484863281,0.5609251260757446,0.2728296220302582,,
3,,1035,,,,0.7571614384651184,0.25737264752388
,2e-05,1036,,,,,
4,,1049,0.5835902690887451,0.5412211418151855,0.24942603707313538,,
4,,1099,0.5877751111984253,0.552605390548706,0.2587178349494934,,
4,,1149,0.5833539962768555,0.5672378540039062,0.27556082606315613,,
4,,1199,0.5905961990356445,0.581917405128479,0.28661927580833435,,
4,,1249,0.5925705432891846,0.5668002367019653,0.27051496505737305,,
4,,1294,,,,0.737618088722229,0.26072055101394653
,2e-05,1295,,,,,
5,,1299,0.590262234210968,0.542754054069519,0.24762292206287384,,
5,,1349,0.6041702032089233,0.5518486499786377,0.24976351857185364,,
5,,1399,0.6042577028274536,0.567952036857605,0.26582321524620056,,
5,,1449,0.6053422689437866,0.5752391815185547,0.27256807684898376,,
5,,1499,0.604458212852478,0.5777276754379272,0.2754985988140106,,
5,,1549,0.6030603647232056,0.5653307437896729,0.26380059123039246,,
5,,1553,,,,0.723333477973938,0.26377150416374207
