epoch,lr-Adam,step,train_loss,train_mse,val_loss,val_mse
,0.0001,0,,,,
0,,49,0.9445862174034119,0.9445862174034119,,
0,,99,0.5604299306869507,0.5604299306869507,,
0,,149,0.3495485186576843,0.3495485186576843,,
0,,199,0.46626731753349304,0.46626731753349304,,
0,,249,0.4129296839237213,0.4129296839237213,,
0,,299,0.36275768280029297,0.36275768280029297,,
0,,349,0.38918110728263855,0.38918110728263855,,
0,,399,0.3287930488586426,0.3287930488586426,,
0,,449,0.3031356930732727,0.3031356930732727,,
0,,499,0.2733024060726166,0.2733024060726166,,
0,,549,0.30085039138793945,0.30085039138793945,,
0,,599,0.23119640350341797,0.23119640350341797,,
0,,649,0.26710477471351624,0.26710477471351624,,
0,,699,0.25695767998695374,0.25695767998695374,,
0,,749,0.29985031485557556,0.29985031485557556,,
0,,799,0.2772180736064911,0.2772180736064911,,
0,,849,0.24717669188976288,0.24717669188976288,,
0,,899,0.24717140197753906,0.24717140197753906,,
0,,949,0.26968124508857727,0.26968124508857727,,
0,,999,0.33930453658103943,0.33930453658103943,,
0,,1049,0.2645702064037323,0.2645702064037323,,
0,,1099,0.2560361325740814,0.2560361325740814,,
0,,1149,0.29369696974754333,0.29369696974754333,,
0,,1199,0.2531731128692627,0.2531731128692627,,
0,,1249,0.2698809504508972,0.2698809504508972,,
0,,1299,0.2856169044971466,0.2856169044971466,,
0,,1349,0.25477954745292664,0.25477954745292664,,
0,,1399,0.277515709400177,0.277515709400177,,
0,,1449,0.30226483941078186,0.30226483941078186,,
0,,1499,0.25348958373069763,0.25348958373069763,,
0,,1549,0.20601879060268402,0.20601879060268402,,
0,,1599,0.20938101410865784,0.20938101410865784,,
0,,1649,0.3162439465522766,0.3162439465522766,,
0,,1699,0.2529202401638031,0.2529202401638031,,
0,,1749,0.26531416177749634,0.26531416177749634,,
0,,1799,0.2171475738286972,0.2171475738286972,,
0,,1849,0.21852794289588928,0.21852794289588928,,
0,,1899,0.21087507903575897,0.21087507903575897,,
0,,1949,0.2390168458223343,0.2390168458223343,,
0,,1999,0.21116653084754944,0.21116653084754944,,
0,,2049,0.23254422843456268,0.23254422843456268,,
0,,2099,0.21762409806251526,0.21762409806251526,,
0,,2149,0.22836649417877197,0.22836649417877197,,
0,,2199,0.22312720119953156,0.22312720119953156,,
0,,2249,0.2670691907405853,0.2670691907405853,,
0,,2299,0.2148713618516922,0.2148713618516922,,
0,,2349,0.22815798223018646,0.22815798223018646,,
0,,2399,0.2724248468875885,0.2724248468875885,,
0,,2449,0.21238699555397034,0.21238699555397034,,
0,,2499,0.19973920285701752,0.19973920285701752,,
0,,2549,0.24043165147304535,0.24043165147304535,,
0,,2599,0.2464616298675537,0.2464616298675537,,
0,,2649,0.2039477378129959,0.2039477378129959,,
0,,2699,0.23899368941783905,0.23899368941783905,,
0,,2749,0.2425655871629715,0.2425655871629715,,
0,,2799,0.2153654545545578,0.2153654545545578,,
0,,2849,0.24606852233409882,0.24606852233409882,,
0,,2899,0.2214125692844391,0.2214125692844391,,
0,,2949,0.25390100479125977,0.25390100479125977,,
0,,2960,,,0.2252148538827896,0.2252148538827896
,0.0001,2961,,,,
1,,2999,0.23740752041339874,0.23740752041339874,,
1,,3049,0.22125683724880219,0.22125683724880219,,
1,,3099,0.2374451458454132,0.2374451458454132,,
1,,3149,0.23237214982509613,0.23237214982509613,,
1,,3199,0.18161609768867493,0.18161609768867493,,
1,,3249,0.1957099735736847,0.1957099735736847,,
1,,3299,0.26609453558921814,0.26609453558921814,,
1,,3349,0.30100736021995544,0.30100736021995544,,
1,,3399,0.22395066916942596,0.22395066916942596,,
1,,3449,0.24350932240486145,0.24350932240486145,,
1,,3499,0.20423169434070587,0.20423169434070587,,
1,,3549,0.2779789865016937,0.2779789865016937,,
1,,3599,0.2917031943798065,0.2917031943798065,,
1,,3649,0.23795616626739502,0.23795616626739502,,
1,,3699,0.2406729757785797,0.2406729757785797,,
1,,3749,0.20554547011852264,0.20554547011852264,,
1,,3799,0.23289814591407776,0.23289814591407776,,
1,,3849,0.18331634998321533,0.18331634998321533,,
1,,3899,0.22387361526489258,0.22387361526489258,,
1,,3949,0.2248096466064453,0.2248096466064453,,
1,,3999,0.18081529438495636,0.18081529438495636,,
1,,4049,0.18899276852607727,0.18899276852607727,,
1,,4099,0.23571911454200745,0.23571911454200745,,
1,,4149,0.22727787494659424,0.22727787494659424,,
1,,4199,0.21987810730934143,0.21987810730934143,,
1,,4249,0.2823355197906494,0.2823355197906494,,
1,,4299,0.21578088402748108,0.21578088402748108,,
1,,4349,0.2571578323841095,0.2571578323841095,,
1,,4399,0.19701676070690155,0.19701676070690155,,
1,,4449,0.22251920402050018,0.22251920402050018,,
1,,4499,0.25699836015701294,0.25699836015701294,,
1,,4549,0.21331503987312317,0.21331503987312317,,
1,,4599,0.22639100253582,0.22639100253582,,
1,,4649,0.22485573589801788,0.22485573589801788,,
1,,4699,0.24038353562355042,0.24038353562355042,,
1,,4749,0.23818202316761017,0.23818202316761017,,
1,,4799,0.25992250442504883,0.25992250442504883,,
1,,4849,0.233615905046463,0.233615905046463,,
1,,4899,0.26326367259025574,0.26326367259025574,,
1,,4949,0.2312605381011963,0.2312605381011963,,
1,,4999,0.2387448400259018,0.2387448400259018,,
1,,5049,0.24386854469776154,0.24386854469776154,,
1,,5099,0.2127397060394287,0.2127397060394287,,
1,,5149,0.25183171033859253,0.25183171033859253,,
1,,5199,0.24349306523799896,0.24349306523799896,,
1,,5249,0.2499845027923584,0.2499845027923584,,
1,,5299,0.20715342462062836,0.20715342462062836,,
1,,5349,0.24357543885707855,0.24357543885707855,,
1,,5399,0.2186538726091385,0.2186538726091385,,
1,,5449,0.2072562724351883,0.2072562724351883,,
1,,5499,0.21406598389148712,0.21406598389148712,,
1,,5549,0.1972397118806839,0.1972397118806839,,
1,,5599,0.2687174379825592,0.2687174379825592,,
1,,5649,0.2057334929704666,0.2057334929704666,,
1,,5699,0.18752287328243256,0.18752287328243256,,
1,,5749,0.17985305190086365,0.17985305190086365,,
1,,5799,0.2142907679080963,0.2142907679080963,,
1,,5849,0.2428617775440216,0.2428617775440216,,
1,,5899,0.2281503975391388,0.2281503975391388,,
1,,5921,,,0.21231979131698608,0.21231979131698608
,0.0001,5922,,,,
2,,5949,0.2222045212984085,0.2222045212984085,,
2,,5999,0.2054593563079834,0.2054593563079834,,
2,,6049,0.19445089995861053,0.19445089995861053,,
2,,6099,0.25385090708732605,0.25385090708732605,,
2,,6149,0.21247617900371552,0.21247617900371552,,
2,,6199,0.22127114236354828,0.22127114236354828,,
2,,6249,0.28593841195106506,0.28593841195106506,,
2,,6299,0.25321200489997864,0.25321200489997864,,
2,,6349,0.24659763276576996,0.24659763276576996,,
2,,6399,0.24409456551074982,0.24409456551074982,,
2,,6449,0.18435151875019073,0.18435151875019073,,
2,,6499,0.21669216454029083,0.21669216454029083,,
2,,6549,0.2521040439605713,0.2521040439605713,,
2,,6599,0.1806284487247467,0.1806284487247467,,
2,,6649,0.25166112184524536,0.25166112184524536,,
2,,6699,0.24887506663799286,0.24887506663799286,,
2,,6749,0.1955183744430542,0.1955183744430542,,
2,,6799,0.2179906815290451,0.2179906815290451,,
2,,6849,0.21311712265014648,0.21311712265014648,,
2,,6899,0.1976458579301834,0.1976458579301834,,
2,,6949,0.21119903028011322,0.21119903028011322,,
2,,6999,0.22478404641151428,0.22478404641151428,,
2,,7049,0.49156948924064636,0.49156948924064636,,
2,,7099,0.233061745762825,0.233061745762825,,
2,,7149,0.2523845136165619,0.2523845136165619,,
2,,7199,0.18641093373298645,0.18641093373298645,,
2,,7249,0.17118525505065918,0.17118525505065918,,
2,,7299,0.25099772214889526,0.25099772214889526,,
2,,7349,0.21154777705669403,0.21154777705669403,,
2,,7399,0.22084355354309082,0.22084355354309082,,
2,,7449,0.1946127861738205,0.1946127861738205,,
2,,7499,0.2637347877025604,0.2637347877025604,,
2,,7549,0.21101617813110352,0.21101617813110352,,
2,,7599,0.2111048698425293,0.2111048698425293,,
2,,7649,0.2017126828432083,0.2017126828432083,,
2,,7699,0.1912163943052292,0.1912163943052292,,
2,,7749,0.2578190267086029,0.2578190267086029,,
2,,7799,0.2142576277256012,0.2142576277256012,,
2,,7849,0.24112553894519806,0.24112553894519806,,
2,,7899,0.1814519166946411,0.1814519166946411,,
2,,7949,0.2065722942352295,0.2065722942352295,,
2,,7999,0.20273266732692719,0.20273266732692719,,
2,,8049,0.19949911534786224,0.19949911534786224,,
2,,8099,0.20617933571338654,0.20617933571338654,,
2,,8149,0.21558010578155518,0.21558010578155518,,
2,,8199,0.24568796157836914,0.24568796157836914,,
2,,8249,0.25565043091773987,0.25565043091773987,,
2,,8299,0.23619942367076874,0.23619942367076874,,
2,,8349,0.21751180291175842,0.21751180291175842,,
2,,8399,0.207328200340271,0.207328200340271,,
2,,8449,0.2234487533569336,0.2234487533569336,,
2,,8499,0.23931513726711273,0.23931513726711273,,
2,,8549,0.20382118225097656,0.20382118225097656,,
2,,8599,0.2228652536869049,0.2228652536869049,,
2,,8649,0.22441065311431885,0.22441065311431885,,
2,,8699,0.22487178444862366,0.22487178444862366,,
2,,8749,0.20407386124134064,0.20407386124134064,,
2,,8799,0.1904660165309906,0.1904660165309906,,
2,,8849,0.22004003822803497,0.22004003822803497,,
2,,8882,,,0.20596370100975037,0.20596370100975037
,0.0001,8883,,,,
3,,8899,0.22040028870105743,0.22040028870105743,,
3,,8949,0.17126134037971497,0.17126134037971497,,
3,,8999,0.19298259913921356,0.19298259913921356,,
3,,9049,0.20674815773963928,0.20674815773963928,,
3,,9099,0.21441307663917542,0.21441307663917542,,
