basin_id,horizon,MSE,MAE,NSE,RMSE
CA_15013,1,0.19186875,0.22573733,0.9241117462515831,0.43802825
CA_15013,2,0.2945159,0.2824457,0.8835942596197128,0.5426932
CA_15013,3,0.36527327,0.3220332,0.8557301759719849,0.6043784
CA_15013,4,0.42970565,0.34996656,0.8303662091493607,0.65551937
CA_15013,5,0.50549674,0.37813795,0.8005932420492172,0.7109829
CA_15013,6,0.56021667,0.39178497,0.7791205197572708,0.7484762
CA_15013,7,0.6483491,0.41344962,0.7443397641181946,0.8052013
CA_15013,8,0.6965248,0.4313025,0.7253022193908691,0.8345806
CA_15013,9,0.73787946,0.44115376,0.7090738117694855,0.8589991
CA_15013,10,0.8002867,0.4637476,0.6846492290496826,0.89458746
CA_15020,1,0.052416656,0.13833268,0.9764543436467648,0.22894683
CA_15020,2,0.07476528,0.16255629,0.9666441865265369,0.2734324
CA_15020,3,0.10050815,0.1896614,0.9554850682616234,0.31703022
CA_15020,4,0.12162292,0.2116205,0.9465469196438789,0.34874478
CA_15020,5,0.14914866,0.23648831,0.9349477663636208,0.3861977
CA_15020,6,0.16968983,0.25472644,0.9265452995896339,0.41193426
CA_15020,7,0.19933231,0.27622965,0.9143540039658546,0.44646648
CA_15020,8,0.22547396,0.29360977,0.9039335548877716,0.47484097
CA_15020,9,0.25080183,0.30948716,0.8942117169499397,0.5008012
CA_15020,10,0.27760825,0.3263807,0.883916050195694,0.5268854
CA_15022,1,0.110299595,0.21533419,0.9638057425618172,0.33211383
CA_15022,2,0.1373205,0.2420983,0.955373901873827,0.3705678
CA_15022,3,0.16760753,0.26074722,0.9460501186549664,0.40939897
CA_15022,4,0.19565745,0.28263453,0.937615942209959,0.44233182
CA_15022,5,0.24666329,0.31476298,0.9220412150025368,0.49665207
CA_15022,6,0.24356104,0.32073158,0.9237303212285042,0.49351904
CA_15022,7,0.25871632,0.32791707,0.919720821082592,0.50864166
CA_15022,8,0.28576913,0.3426707,0.9120731353759766,0.5345738
CA_15022,9,0.28066134,0.34879366,0.914410412311554,0.5297748
CA_15022,10,0.309764,0.36347827,0.9063587933778763,0.55656445
CA_15025,1,0.043602105,0.14684102,0.947352658957243,0.20881116
CA_15025,2,0.062341463,0.17389794,0.9250490441918373,0.24968272
CA_15025,3,0.080775924,0.19083443,0.9033482074737549,0.28421107
CA_15025,4,0.099242,0.21791771,0.8818926885724068,0.315027
CA_15025,5,0.13242756,0.24497768,0.8433781266212463,0.36390597
CA_15025,6,0.1303141,0.24804907,0.8467894196510315,0.36099043
CA_15025,7,0.14606933,0.25945872,0.8292200565338135,0.38219017
CA_15025,8,0.15937711,0.26539195,0.8153761178255081,0.39922065
CA_15025,9,0.16540043,0.2769452,0.8099722117185593,0.40669453
CA_15025,10,0.18876182,0.29407117,0.7847940325737,0.4344673
CA_15039,1,0.031682536,0.09107141,0.9252805486321449,0.17799589
CA_15039,2,0.054467853,0.11843189,0.8716226667165756,0.23338349
CA_15039,3,0.072957665,0.13912678,0.8281503170728683,0.27010676
CA_15039,4,0.088819884,0.1549645,0.7909030765295029,0.29802665
CA_15039,5,0.10024224,0.16896488,0.7641429007053375,0.31661054
CA_15039,6,0.113441214,0.18348593,0.7331264019012451,0.33681035
CA_15039,7,0.12443829,0.1938318,0.7071859836578369,0.3527581
CA_15039,8,0.13451587,0.20397437,0.6832401156425476,0.36676404
CA_15039,9,0.14183623,0.21101765,0.665753960609436,0.3766115
CA_15039,10,0.15117475,0.21798612,0.6437328457832336,0.38881198
CA_15040,1,0.089226834,0.14986423,0.9637139923870564,0.29870862
CA_15040,2,0.13541695,0.1861468,0.944924496114254,0.36799043
CA_15040,3,0.17642221,0.21794026,0.9282420203089714,0.42002645
CA_15040,4,0.22520144,0.25081792,0.9083971008658409,0.47455394
