model_type,country,best_val_loss,best_epoch,checkpoint_path,original_lr,fine_tuned_lr
tft,Tajikistan,0.048611000180244446,14,experiments/FineTuning/output/SimilarityBased/checkpoints/tajikistan/tft/Tajikistan_tft_epoch=14_val_loss=0.0486.ckpt,0.0002993620086989372,2.993620086989372e-05
