,horizon,prediction,observed,basin_id
0,1,2.7579596,2.7799997,CA_15013
1,2,2.8793194,2.7799997,CA_15013
2,3,2.9967284,3.0799997,CA_15013
3,4,3.0334418,2.7799997,CA_15013
4,5,3.1034596,3.0799997,CA_15013
5,6,3.2101107,3.63,CA_15013
6,7,3.2280655,3.63,CA_15013
7,8,3.2812881,3.2699997,CA_15013
8,9,3.2839913,2.9299996,CA_15013
9,10,3.3282895,3.63,CA_15013
10,1,3.226898,2.7799997,CA_15013
11,2,3.3516726,3.0799997,CA_15013
12,3,3.4603877,2.7799997,CA_15013
13,4,3.4830377,3.0799997,CA_15013
14,5,3.5256484,3.63,CA_15013
15,6,3.6175144,3.63,CA_15013
16,7,3.6159432,3.2699997,CA_15013
17,8,3.6945398,2.9299996,CA_15013
18,9,3.6891575,3.63,CA_15013
19,10,3.731061,4.1999993,CA_15013
20,1,3.2480717,3.0799997,CA_15013
21,2,3.348104,2.7799997,CA_15013
22,3,3.4385166,3.0799997,CA_15013
23,4,3.4603467,3.63,CA_15013
24,5,3.5040977,3.63,CA_15013
25,6,3.5911195,3.2699997,CA_15013
26,7,3.5958161,2.9299996,CA_15013
27,8,3.6887555,3.63,CA_15013
28,9,3.7003086,4.1999993,CA_15013
29,10,3.7470348,3.8299997,CA_15013
30,1,3.6027174,2.7799997,CA_15013
31,2,3.6809542,3.0799997,CA_15013
32,3,3.7461963,3.63,CA_15013
33,4,3.748805,3.63,CA_15013
34,5,3.8063173,3.2699997,CA_15013
35,6,3.9155974,2.9299996,CA_15013
36,7,3.9301696,3.63,CA_15013
37,8,4.0188317,4.1999993,CA_15013
38,9,4.016711,3.8299997,CA_15013
39,10,4.04,4.43,CA_15013
40,1,3.538185,3.0799997,CA_15013
41,2,3.6685152,3.63,CA_15013
42,3,3.754617,3.63,CA_15013
43,4,3.7683587,3.2699997,CA_15013
44,5,3.8278806,2.9299996,CA_15013
45,6,3.9416382,3.63,CA_15013
46,7,3.9255686,4.1999993,CA_15013
47,8,4.0182786,3.8299997,CA_15013
48,9,4.001931,4.43,CA_15013
49,10,4.006726,3.4699998,CA_15013
50,1,3.8211403,3.63,CA_15013
51,2,3.9109802,3.63,CA_15013
52,3,3.9937515,3.2699997,CA_15013
53,4,4.010728,2.9299996,CA_15013
54,5,4.0610685,3.63,CA_15013
55,6,4.1563673,4.1999993,CA_15013
56,7,4.1369486,3.8299997,CA_15013
57,8,4.1863213,4.43,CA_15013
58,9,4.1526847,3.4699998,CA_15013
59,10,4.166165,3.4699998,CA_15013
60,1,4.1295023,3.63,CA_15013
61,2,4.1986136,3.2699997,CA_15013
62,3,4.287895,2.9299996,CA_15013
63,4,4.295802,3.63,CA_15013
64,5,4.305799,4.1999993,CA_15013
65,6,4.3691216,3.8299997,CA_15013
66,7,4.3326893,4.43,CA_15013
67,8,4.340789,3.4699998,CA_15013
68,9,4.2802577,3.4699998,CA_15013
69,10,4.307397,3.4699998,CA_15013
70,1,4.5273027,3.2699997,CA_15013
71,2,4.6200204,2.9299996,CA_15013
72,3,4.7072763,3.63,CA_15013
