,horizon,prediction,observed,basin_id
0,1,2.8250961,2.7799997,CA_15013
1,2,2.957529,2.7799997,CA_15013
2,3,3.0241199,3.0799997,CA_15013
3,4,3.174122,2.7799997,CA_15013
4,5,3.1940835,3.0799997,CA_15013
5,6,3.294897,3.63,CA_15013
6,7,3.228484,3.63,CA_15013
7,8,3.214407,3.2699997,CA_15013
8,9,3.1484776,2.9299996,CA_15013
9,10,3.1394567,3.63,CA_15013
10,1,3.2764266,2.7799997,CA_15013
11,2,3.4088168,3.0799997,CA_15013
12,3,3.4842243,2.7799997,CA_15013
13,4,3.6311688,3.0799997,CA_15013
14,5,3.6318789,3.63,CA_15013
15,6,3.6946063,3.63,CA_15013
16,7,3.6399312,3.2699997,CA_15013
17,8,3.6083772,2.9299996,CA_15013
18,9,3.5522275,3.63,CA_15013
19,10,3.5520425,4.1999993,CA_15013
20,1,3.17911,3.0799997,CA_15013
21,2,3.2867796,2.7799997,CA_15013
22,3,3.3295536,3.0799997,CA_15013
23,4,3.4160566,3.63,CA_15013
24,5,3.3809798,3.63,CA_15013
25,6,3.4424586,3.2699997,CA_15013
26,7,3.400272,2.9299996,CA_15013
27,8,3.3874993,3.63,CA_15013
28,9,3.370321,4.1999993,CA_15013
29,10,3.3944604,3.8299997,CA_15013
30,1,3.4757109,2.7799997,CA_15013
31,2,3.5453663,3.0799997,CA_15013
32,3,3.5599794,3.63,CA_15013
33,4,3.587267,3.63,CA_15013
34,5,3.5751977,3.2699997,CA_15013
35,6,3.6090271,2.9299996,CA_15013
36,7,3.590078,3.63,CA_15013
37,8,3.5732117,4.1999993,CA_15013
38,9,3.5811477,3.8299997,CA_15013
39,10,3.5891633,4.43,CA_15013
40,1,3.1494691,3.0799997,CA_15013
41,2,3.237352,3.63,CA_15013
42,3,3.2647295,3.63,CA_15013
43,4,3.3222222,3.2699997,CA_15013
44,5,3.3730857,2.9299996,CA_15013
45,6,3.420863,3.63,CA_15013
46,7,3.4155412,4.1999993,CA_15013
47,8,3.409265,3.8299997,CA_15013
48,9,3.4254687,4.43,CA_15013
49,10,3.4221506,3.4699998,CA_15013
50,1,3.413672,3.63,CA_15013
51,2,3.4430814,3.63,CA_15013
52,3,3.4775295,3.2699997,CA_15013
53,4,3.5516257,2.9299996,CA_15013
54,5,3.589171,3.63,CA_15013
55,6,3.6333466,4.1999993,CA_15013
56,7,3.6287358,3.8299997,CA_15013
57,8,3.6026669,4.43,CA_15013
58,9,3.6008663,3.4699998,CA_15013
59,10,3.609353,3.4699998,CA_15013
60,1,4.1995764,3.63,CA_15013
61,2,4.2519083,3.2699997,CA_15013
62,3,4.284051,2.9299996,CA_15013
63,4,4.338033,3.63,CA_15013
64,5,4.3624945,4.1999993,CA_15013
65,6,4.3825197,3.8299997,CA_15013
66,7,4.3524013,4.43,CA_15013
67,8,4.2946415,3.4699998,CA_15013
68,9,4.2693477,3.4699998,CA_15013
69,10,4.268264,3.4699998,CA_15013
70,1,4.1845818,3.2699997,CA_15013
71,2,4.285713,2.9299996,CA_15013
72,3,4.3103623,3.63,CA_15013
73,4,4.3743887,4.1999993,CA_15013
74,5,4.3751802,3.8299997,CA_15013
75,6,4.3920107,4.43,CA_15013
76,7,4.334499,3.4699998,CA_15013
77,8,4.287467,3.4699998,CA_15013
78,9,4.2258596,3.4699998,CA_15013
79,10,4.217778,3.9999995,CA_15013
80,1,3.6784399,2.9299996,CA_15013
81,2,3.6470294,3.63,CA_15013
82,3,3.6338902,4.1999993,CA_15013
83,4,3.6684484,3.8299997,CA_15013
84,5,3.6843047,4.43,CA_15013
85,6,3.7121637,3.4699998,CA_15013
86,7,3.7120113,3.4699998,CA_15013
87,8,3.7001035,3.4699998,CA_15013
88,9,3.7643087,3.9999995,CA_15013
89,10,3.8006873,4.43,CA_15013
