,horizon,prediction,observed,basin_id
0,1,3.1681478,2.7799997,CA_15013
1,2,3.3615751,2.7799997,CA_15013
2,3,3.5815747,3.0799997,CA_15013
3,4,3.7456422,2.7799997,CA_15013
4,5,3.785376,3.0799997,CA_15013
5,6,3.7994323,3.63,CA_15013
6,7,3.7342741,3.63,CA_15013
7,8,3.6550379,3.2699997,CA_15013
8,9,3.6171904,2.9299996,CA_15013
9,10,3.6622925,3.63,CA_15013
10,1,3.5468538,2.7799997,CA_15013
11,2,3.677439,3.0799997,CA_15013
12,3,3.820305,2.7799997,CA_15013
13,4,3.9330893,3.0799997,CA_15013
14,5,3.9218774,3.63,CA_15013
15,6,3.9097013,3.63,CA_15013
16,7,3.8729336,3.2699997,CA_15013
17,8,3.8162282,2.9299996,CA_15013
18,9,3.790001,3.63,CA_15013
19,10,3.837495,4.1999993,CA_15013
20,1,3.7674415,3.0799997,CA_15013
21,2,3.8599203,2.7799997,CA_15013
22,3,3.944298,3.0799997,CA_15013
23,4,3.9874916,3.63,CA_15013
24,5,3.97227,3.63,CA_15013
25,6,3.9699001,3.2699997,CA_15013
26,7,3.9682565,2.9299996,CA_15013
27,8,3.9641228,3.63,CA_15013
28,9,3.9914207,4.1999993,CA_15013
29,10,4.042839,3.8299997,CA_15013
30,1,3.9052167,2.7799997,CA_15013
31,2,3.9805272,3.0799997,CA_15013
32,3,4.0327578,3.63,CA_15013
33,4,4.0643845,3.63,CA_15013
34,5,4.0592594,3.2699997,CA_15013
35,6,4.045232,2.9299996,CA_15013
36,7,4.055805,3.63,CA_15013
37,8,4.0450964,4.1999993,CA_15013
38,9,4.0528154,3.8299997,CA_15013
39,10,4.061801,4.43,CA_15013
40,1,3.5682116,3.0799997,CA_15013
41,2,3.6740193,3.63,CA_15013
42,3,3.7661998,3.63,CA_15013
43,4,3.8384671,3.2699997,CA_15013
44,5,3.859495,2.9299996,CA_15013
45,6,3.8638844,3.63,CA_15013
46,7,3.8802414,4.1999993,CA_15013
47,8,3.8587599,3.8299997,CA_15013
48,9,3.8368223,4.43,CA_15013
49,10,3.8511972,3.4699998,CA_15013
50,1,3.7152104,3.63,CA_15013
51,2,3.803624,3.63,CA_15013
52,3,3.9141011,3.2699997,CA_15013
53,4,4.0075727,2.9299996,CA_15013
54,5,4.047359,3.63,CA_15013
55,6,4.075691,4.1999993,CA_15013
56,7,4.078979,3.8299997,CA_15013
57,8,4.028405,4.43,CA_15013
58,9,3.9671626,3.4699998,CA_15013
59,10,3.9865339,3.4699998,CA_15013
60,1,4.3618526,3.63,CA_15013
61,2,4.371152,3.2699997,CA_15013
62,3,4.3976955,2.9299996,CA_15013
63,4,4.4304433,3.63,CA_15013
64,5,4.466339,4.1999993,CA_15013
65,6,4.4817224,3.8299997,CA_15013
66,7,4.494847,4.43,CA_15013
67,8,4.476068,3.4699998,CA_15013
68,9,4.455736,3.4699998,CA_15013
69,10,4.463931,3.4699998,CA_15013
70,1,4.6349297,3.2699997,CA_15013
71,2,4.662752,2.9299996,CA_15013
72,3,4.697705,3.63,CA_15013
73,4,4.7018986,4.1999993,CA_15013
74,5,4.6849723,3.8299997,CA_15013
75,6,4.637674,4.43,CA_15013
76,7,4.5928087,3.4699998,CA_15013
77,8,4.557827,3.4699998,CA_15013
78,9,4.545683,3.4699998,CA_15013
79,10,4.582259,3.9999995,CA_15013
80,1,4.060876,2.9299996,CA_15013
81,2,4.0272555,3.63,CA_15013
82,3,4.0876684,4.1999993,CA_15013
83,4,4.115328,3.8299997,CA_15013
84,5,4.145767,4.43,CA_15013
85,6,4.177973,3.4699998,CA_15013
86,7,4.1783457,3.4699998,CA_15013
87,8,4.157899,3.4699998,CA_15013
88,9,4.181664,3.9999995,CA_15013
89,10,4.2153826,4.43,CA_15013
90,1,3.9693143,3.63,CA_15013
91,2,3.9842167,4.1999993,CA_15013
92,3,4.0861044,3.8299997,CA_15013
93,4,4.1484647,4.43,CA_15013
94,5,4.142121,3.4699998,CA_15013
95,6,4.166029,3.4699998,CA_15013
96,7,4.194163,3.4699998,CA_15013
97,8,4.1704493,3.9999995,CA_15013
98,9,4.1563854,4.43,CA_15013
99,10,4.1691246,4.6299996,CA_15013
100,1,4.3665314,4.1999993,CA_15013
101,2,4.291582,3.8299997,CA_15013
102,3,4.276547,4.43,CA_15013
103,4,4.279272,3.4699998,CA_15013
104,5,4.2768135,3.4699998,CA_15013
105,6,4.2879443,3.4699998,CA_15013
106,7,4.3492193,3.9999995,CA_15013
107,8,4.3561926,4.43,CA_15013
108,9,4.3203754,4.6299996,CA_15013
109,10,4.2994175,4.6299996,CA_15013
110,1,5.282297,3.8299997,CA_15013
111,2,5.164244,4.43,CA_15013
112,3,5.079814,3.4699998,CA_15013
113,4,5.0486846,3.4699998,CA_15013
114,5,5.0183,3.4699998,CA_15013
115,6,5.0195074,3.9999995,CA_15013
116,7,5.0566235,4.43,CA_15013
117,8,5.066807,4.6299996,CA_15013
118,9,5.0203915,4.6299996,CA_15013
119,10,4.971624,4.43,CA_15013
120,1,4.973469,4.43,CA_15013
121,2,4.66004,3.4699998,CA_15013
122,3,4.5325227,3.4699998,CA_15013
123,4,4.4901834,3.4699998,CA_15013
124,5,4.5669746,3.9999995,CA_15013
125,6,4.657423,4.43,CA_15013
126,7,4.736244,4.6299996,CA_15013
127,8,4.8127003,4.6299996,CA_15013
128,9,4.8012896,4.43,CA_15013
129,10,4.784938,4.43,CA_15013
130,1,5.340449,3.4699998,CA_15013
131,2,4.9694595,3.4699998,CA_15013
132,3,4.830508,3.4699998,CA_15013
133,4,4.779751,3.9999995,CA_15013
134,5,4.8103094,4.43,CA_15013
135,6,4.8772793,4.6299996,CA_15013
136,7,4.95768,4.6299996,CA_15013
137,8,5.0469623,4.43,CA_15013
138,9,5.0614924,4.43,CA_15013
139,10,5.0702558,4.43,CA_15013
140,1,4.5038233,3.4699998,CA_15013
141,2,4.393101,3.4699998,CA_15013
142,3,4.4242773,3.9999995,CA_15013
143,4,4.4394155,4.43,CA_15013
144,5,4.4932976,4.6299996,CA_15013
145,6,4.569273,4.6299996,CA_15013
146,7,4.563065,4.43,CA_15013
147,8,4.589071,4.43,CA_15013
148,9,4.6175766,4.43,CA_15013
149,10,4.70062,3.63,CA_15013
150,1,4.576941,3.4699998,CA_15013
151,2,4.491398,3.9999995,CA_15013
152,3,4.5064516,4.43,CA_15013
153,4,4.484825,4.6299996,CA_15013
154,5,4.5174093,4.6299996,CA_15013
155,6,4.588911,4.43,CA_15013
156,7,4.5895553,4.43,CA_15013
157,8,4.625883,4.43,CA_15013
158,9,4.6825056,3.63,CA_15013
159,10,4.763856,3.8299997,CA_15013
160,1,4.691844,3.9999995,CA_15013
161,2,4.723008,4.43,CA_15013
162,3,4.7429247,4.6299996,CA_15013
163,4,4.7324424,4.6299996,CA_15013
164,5,4.7178955,4.43,CA_15013
165,6,4.725389,4.43,CA_15013
166,7,4.7215204,4.43,CA_15013
167,8,4.727662,3.63,CA_15013
168,9,4.7661114,3.8299997,CA_15013
169,10,4.8018546,3.63,CA_15013
170,1,5.1524634,4.43,CA_15013
171,2,5.226748,4.6299996,CA_15013
172,3,5.190381,4.6299996,CA_15013
173,4,5.141367,4.43,CA_15013
174,5,5.0726624,4.43,CA_15013
175,6,5.0025806,4.43,CA_15013
176,7,4.990899,3.63,CA_15013
177,8,4.9666414,3.8299997,CA_15013
178,9,4.979604,3.63,CA_15013
179,10,4.956126,3.63,CA_15013
180,1,5.8943763,4.6299996,CA_15013
181,2,5.9146633,4.6299996,CA_15013
182,3,5.7839737,4.43,CA_15013
183,4,5.6906495,4.43,CA_15013
184,5,5.6107063,4.43,CA_15013
185,6,5.475188,3.63,CA_15013
186,7,5.452113,3.8299997,CA_15013
187,8,5.4204245,3.63,CA_15013
188,9,5.4111814,3.63,CA_15013
189,10,5.3447814,3.4699998,CA_15013
190,1,5.7853823,4.6299996,CA_15013
191,2,5.7437296,4.43,CA_15013
192,3,5.5810604,4.43,CA_15013
193,4,5.4802737,4.43,CA_15013
194,5,5.410555,3.63,CA_15013
195,6,5.267933,3.8299997,CA_15013
196,7,5.22798,3.63,CA_15013
197,8,5.179715,3.63,CA_15013
198,9,5.1459684,3.4699998,CA_15013
199,10,5.065529,3.63,CA_15013
200,1,5.9824114,4.43,CA_15013
201,2,5.9701014,4.43,CA_15013
202,3,5.853503,4.43,CA_15013
203,4,5.768222,3.63,CA_15013
204,5,5.6514397,3.8299997,CA_15013
205,6,5.4760356,3.63,CA_15013
206,7,5.368665,3.63,CA_15013
207,8,5.305156,3.4699998,CA_15013
208,9,5.2594233,3.63,CA_15013
209,10,5.2063065,4.1999993,CA_15013
210,1,5.622143,4.43,CA_15013
211,2,5.6657825,4.43,CA_15013
212,3,5.620037,3.63,CA_15013
213,4,5.5040026,3.8299997,CA_15013
214,5,5.375773,3.63,CA_15013
215,6,5.216232,3.63,CA_15013
216,7,5.077939,3.4699998,CA_15013
217,8,5.0133243,3.63,CA_15013
218,9,5.0194197,4.1999993,CA_15013
219,10,5.0192766,3.4699998,CA_15013
220,1,5.8866177,4.43,CA_15013
221,2,6.040487,3.63,CA_15013
222,3,6.0269017,3.8299997,CA_15013
223,4,5.84336,3.63,CA_15013
224,5,5.608785,3.63,CA_15013
225,6,5.3851347,3.4699998,CA_15013
226,7,5.192537,3.63,CA_15013
227,8,5.0927663,4.1999993,CA_15013
228,9,5.120907,3.4699998,CA_15013
229,10,5.139349,3.9999995,CA_15013
230,1,5.692137,3.63,CA_15013
231,2,5.6736298,3.8299997,CA_15013
232,3,5.611377,3.63,CA_15013
233,4,5.4557166,3.63,CA_15013
234,5,5.3415985,3.4699998,CA_15013
235,6,5.202424,3.63,CA_15013
236,7,5.064392,4.1999993,CA_15013
237,8,5.010132,3.4699998,CA_15013
238,9,5.0143433,3.9999995,CA_15013
239,10,5.008749,3.9999995,CA_15013
240,1,5.3764167,3.8299997,CA_15013
241,2,5.4682083,3.63,CA_15013
242,3,5.505826,3.63,CA_15013
243,4,5.4309278,3.4699998,CA_15013
244,5,5.3310456,3.63,CA_15013
245,6,5.2051725,4.1999993,CA_15013
246,7,5.0775347,3.4699998,CA_15013
247,8,4.9988837,3.9999995,CA_15013
248,9,4.963208,3.9999995,CA_15013
249,10,4.9616833,3.63,CA_15013
250,1,5.5268636,3.63,CA_15013
251,2,5.570523,3.63,CA_15013
252,3,5.574951,3.4699998,CA_15013
253,4,5.4987288,3.63,CA_15013
254,5,5.4155116,4.1999993,CA_15013
255,6,5.2982855,3.4699998,CA_15013
256,7,5.1804304,3.9999995,CA_15013
257,8,5.0871043,3.9999995,CA_15013
258,9,5.0321717,3.63,CA_15013
259,10,5.01684,4.6299996,CA_15013
260,1,4.974409,3.63,CA_15013
261,2,4.9571753,3.4699998,CA_15013
262,3,4.9394417,3.63,CA_15013
263,4,4.9329586,4.1999993,CA_15013
264,5,4.955903,3.4699998,CA_15013
265,6,4.8962464,3.9999995,CA_15013
266,7,4.844942,3.9999995,CA_15013
267,8,4.7846694,3.63,CA_15013
268,9,4.7196875,4.6299996,CA_15013
269,10,4.6792116,3.8299997,CA_15013
270,1,4.975258,3.4699998,CA_15013
271,2,4.96124,3.63,CA_15013
272,3,4.932258,4.1999993,CA_15013
273,4,4.902357,3.4699998,CA_15013
274,5,4.8980083,3.9999995,CA_15013
275,6,4.769393,3.9999995,CA_15013
276,7,4.647949,3.63,CA_15013
277,8,4.563183,4.6299996,CA_15013
278,9,4.4866085,3.8299997,CA_15013
279,10,4.445727,3.63,CA_15013
280,1,4.7458286,3.63,CA_15013
281,2,4.7109733,4.1999993,CA_15013
282,3,4.697918,3.4699998,CA_15013
283,4,4.686702,3.9999995,CA_15013
284,5,4.6686544,3.9999995,CA_15013
285,6,4.5778136,3.63,CA_15013
286,7,4.46521,4.6299996,CA_15013
287,8,4.4002185,3.8299997,CA_15013
288,9,4.3538733,3.63,CA_15013
289,10,4.3519597,3.63,CA_15013
290,1,4.955084,4.1999993,CA_15013
291,2,4.8730717,3.4699998,CA_15013
292,3,4.8234134,3.9999995,CA_15013
293,4,4.716428,3.9999995,CA_15013
294,5,4.636674,3.63,CA_15013
295,6,4.5297284,4.6299996,CA_15013
296,7,4.3820877,3.8299997,CA_15013
297,8,4.299402,3.63,CA_15013
298,9,4.2791877,3.63,CA_15013
299,10,4.30111,3.63,CA_15013
300,1,5.3452096,3.4699998,CA_15013
301,2,5.2693677,3.9999995,CA_15013
302,3,5.149208,3.9999995,CA_15013
303,4,5.049939,3.63,CA_15013
304,5,4.918942,4.6299996,CA_15013
305,6,4.803968,3.8299997,CA_15013
306,7,4.741921,3.63,CA_15013
307,8,4.699989,3.63,CA_15013
308,9,4.684204,3.63,CA_15013
309,10,4.6474757,3.63,CA_15013
310,1,4.5935497,3.9999995,CA_15013
311,2,4.543831,3.9999995,CA_15013
312,3,4.4772654,3.63,CA_15013
313,4,4.444687,4.6299996,CA_15013
314,5,4.395338,3.8299997,CA_15013
315,6,4.313182,3.63,CA_15013
316,7,4.2859774,3.63,CA_15013
317,8,4.265641,3.63,CA_15013
318,9,4.235596,3.63,CA_15013
319,10,4.199429,3.63,CA_15013
320,1,5.1483116,3.9999995,CA_15013
321,2,5.0167055,3.63,CA_15013
322,3,4.8530664,4.6299996,CA_15013
323,4,4.8012404,3.8299997,CA_15013
324,5,4.7772636,3.63,CA_15013
325,6,4.703285,3.63,CA_15013
326,7,4.7255545,3.63,CA_15013
327,8,4.731203,3.63,CA_15013
328,9,4.6925106,3.63,CA_15013
329,10,4.6032352,3.63,CA_15013
330,1,5.0180902,3.63,CA_15013
331,2,4.7986064,4.6299996,CA_15013
332,3,4.6038747,3.8299997,CA_15013
333,4,4.5363655,3.63,CA_15013
334,5,4.5552473,3.63,CA_15013
335,6,4.5463233,3.63,CA_15013
336,7,4.601631,3.63,CA_15013
337,8,4.633694,3.63,CA_15013
338,9,4.628438,3.63,CA_15013
339,10,4.544175,3.63,CA_15013
340,1,4.7504835,4.6299996,CA_15013
341,2,4.5621157,3.8299997,CA_15013
342,3,4.399921,3.63,CA_15013
343,4,4.3566813,3.63,CA_15013
344,5,4.376253,3.63,CA_15013
345,6,4.380237,3.63,CA_15013
346,7,4.4345603,3.63,CA_15013
347,8,4.4638543,3.63,CA_15013
348,9,4.487993,3.63,CA_15013
349,10,4.431558,3.4699998,CA_15013
350,1,5.4604206,3.8299997,CA_15013
351,2,5.2735023,3.63,CA_15013
352,3,5.103409,3.63,CA_15013
353,4,4.9650064,3.63,CA_15013
