,horizon,prediction,observed,basin_id
0,1,3.0379732,2.7799997,CA_15013
1,2,3.1801562,2.7799997,CA_15013
2,3,3.2551222,3.0799997,CA_15013
3,4,3.347551,2.7799997,CA_15013
4,5,3.3881211,3.0799997,CA_15013
5,6,3.3031368,3.63,CA_15013
6,7,3.2948542,3.63,CA_15013
7,8,3.286685,3.2699997,CA_15013
8,9,3.3514435,2.9299996,CA_15013
9,10,3.4530635,3.63,CA_15013
10,1,3.3990562,2.7799997,CA_15013
11,2,3.5626135,3.0799997,CA_15013
12,3,3.633708,2.7799997,CA_15013
13,4,3.7690103,3.0799997,CA_15013
14,5,3.8099885,3.63,CA_15013
15,6,3.7659948,3.63,CA_15013
16,7,3.7183092,3.2699997,CA_15013
17,8,3.6985292,2.9299996,CA_15013
18,9,3.7342086,3.63,CA_15013
19,10,3.792333,4.1999993,CA_15013
20,1,3.2468472,3.0799997,CA_15013
21,2,3.3877728,2.7799997,CA_15013
22,3,3.4793165,3.0799997,CA_15013
23,4,3.6269186,3.63,CA_15013
24,5,3.708146,3.63,CA_15013
25,6,3.6618595,3.2699997,CA_15013
26,7,3.568871,2.9299996,CA_15013
27,8,3.5511494,3.63,CA_15013
28,9,3.6190884,4.1999993,CA_15013
29,10,3.6571581,3.8299997,CA_15013
30,1,3.36624,2.7799997,CA_15013
31,2,3.473927,3.0799997,CA_15013
32,3,3.502035,3.63,CA_15013
33,4,3.5699365,3.63,CA_15013
34,5,3.6117537,3.2699997,CA_15013
35,6,3.5804257,2.9299996,CA_15013
36,7,3.5088692,3.63,CA_15013
37,8,3.5303493,4.1999993,CA_15013
38,9,3.5980954,3.8299997,CA_15013
39,10,3.6449203,4.43,CA_15013
40,1,3.2819777,3.0799997,CA_15013
41,2,3.398459,3.63,CA_15013
42,3,3.4464152,3.63,CA_15013
43,4,3.569195,3.2699997,CA_15013
44,5,3.6482124,2.9299996,CA_15013
45,6,3.5888991,3.63,CA_15013
46,7,3.5339136,4.1999993,CA_15013
47,8,3.5433629,3.8299997,CA_15013
48,9,3.5941308,4.43,CA_15013
49,10,3.6296833,3.4699998,CA_15013
50,1,3.5046937,3.63,CA_15013
51,2,3.6042435,3.63,CA_15013
52,3,3.6434505,3.2699997,CA_15013
53,4,3.7569425,2.9299996,CA_15013
54,5,3.853327,3.63,CA_15013
55,6,3.7841258,4.1999993,CA_15013
56,7,3.7208972,3.8299997,CA_15013
57,8,3.678387,4.43,CA_15013
58,9,3.711423,3.4699998,CA_15013
59,10,3.7672086,3.4699998,CA_15013
60,1,3.881187,3.63,CA_15013
61,2,3.9752216,3.2699997,CA_15013
62,3,3.9879055,2.9299996,CA_15013
63,4,4.0414248,3.63,CA_15013
64,5,4.129216,4.1999993,CA_15013
65,6,4.050561,3.8299997,CA_15013
66,7,3.9190037,4.43,CA_15013
67,8,3.849455,3.4699998,CA_15013
68,9,3.9050114,3.4699998,CA_15013
69,10,3.9801435,3.4699998,CA_15013
70,1,4.078006,3.2699997,CA_15013
71,2,4.2375407,2.9299996,CA_15013
72,3,4.2398114,3.63,CA_15013
73,4,4.283502,4.1999993,CA_15013
74,5,4.361174,3.8299997,CA_15013
75,6,4.1976376,4.43,CA_15013
76,7,4.067172,3.4699998,CA_15013
77,8,3.951458,3.4699998,CA_15013
78,9,4.0487227,3.4699998,CA_15013
79,10,4.1089725,3.9999995,CA_15013
80,1,3.5123036,2.9299996,CA_15013
81,2,3.6220717,3.63,CA_15013
82,3,3.600925,4.1999993,CA_15013
83,4,3.7124383,3.8299997,CA_15013
84,5,3.7236207,4.43,CA_15013
85,6,3.6841438,3.4699998,CA_15013
86,7,3.539802,3.4699998,CA_15013
87,8,3.534575,3.4699998,CA_15013
88,9,3.6237884,3.9999995,CA_15013
89,10,3.5918005,4.43,CA_15013
90,1,3.4611177,3.63,CA_15013
91,2,3.6123354,4.1999993,CA_15013
92,3,3.6485205,3.8299997,CA_15013
93,4,3.7428591,4.43,CA_15013
94,5,3.7448604,3.4699998,CA_15013
95,6,3.6984391,3.4699998,CA_15013
96,7,3.564919,3.4699998,CA_15013
97,8,3.591055,3.9999995,CA_15013
98,9,3.6812522,4.43,CA_15013
99,10,3.7036526,4.6299996,CA_15013
100,1,3.8621912,4.1999993,CA_15013
101,2,3.9784584,3.8299997,CA_15013
102,3,3.8354917,4.43,CA_15013
103,4,3.8347654,3.4699998,CA_15013
104,5,3.7318642,3.4699998,CA_15013
105,6,3.7399528,3.4699998,CA_15013
106,7,3.763587,3.9999995,CA_15013
107,8,3.8852997,4.43,CA_15013
108,9,3.9915905,4.6299996,CA_15013
109,10,3.9790995,4.6299996,CA_15013
110,1,4.460057,3.8299997,CA_15013
111,2,4.6242886,4.43,CA_15013
112,3,4.36864,3.4699998,CA_15013
113,4,4.374248,3.4699998,CA_15013
114,5,4.228516,3.4699998,CA_15013
115,6,4.1856008,3.9999995,CA_15013
116,7,4.3222136,4.43,CA_15013
117,8,4.4269805,4.6299996,CA_15013
118,9,4.562504,4.6299996,CA_15013
119,10,4.5372033,4.43,CA_15013
120,1,4.24092,4.43,CA_15013
121,2,4.333871,3.4699998,CA_15013
122,3,4.0447326,3.4699998,CA_15013
123,4,4.069153,3.4699998,CA_15013
124,5,3.956336,3.9999995,CA_15013
125,6,3.9906354,4.43,CA_15013
126,7,4.082656,4.6299996,CA_15013
127,8,4.2214994,4.6299996,CA_15013
128,9,4.3064427,4.43,CA_15013
129,10,4.2828007,4.43,CA_15013
130,1,4.609926,3.4699998,CA_15013
131,2,4.7713747,3.4699998,CA_15013
132,3,4.4228373,3.4699998,CA_15013
133,4,4.506988,3.9999995,CA_15013
134,5,4.286448,4.43,CA_15013
135,6,4.3162656,4.6299996,CA_15013
136,7,4.4983764,4.6299996,CA_15013
137,8,4.63743,4.43,CA_15013
138,9,4.691152,4.43,CA_15013
139,10,4.6385922,4.43,CA_15013
140,1,4.173307,3.4699998,CA_15013
141,2,4.4051614,3.4699998,CA_15013
142,3,4.208027,3.9999995,CA_15013
143,4,4.34021,4.43,CA_15013
144,5,4.1269307,4.6299996,CA_15013
145,6,4.124354,4.6299996,CA_15013
146,7,4.3198586,4.43,CA_15013
147,8,4.4763336,4.43,CA_15013
148,9,4.565372,4.43,CA_15013
149,10,4.566255,3.63,CA_15013
150,1,4.15839,3.4699998,CA_15013
151,2,4.371962,3.9999995,CA_15013
152,3,4.199764,4.43,CA_15013
153,4,4.293605,4.6299996,CA_15013
154,5,4.101161,4.6299996,CA_15013
155,6,4.083472,4.43,CA_15013
156,7,4.2359123,4.43,CA_15013
157,8,4.3739905,4.43,CA_15013
158,9,4.472286,3.63,CA_15013
159,10,4.4694533,3.8299997,CA_15013
160,1,4.2206373,3.9999995,CA_15013
161,2,4.474278,4.43,CA_15013
162,3,4.3033257,4.6299996,CA_15013
163,4,4.434608,4.6299996,CA_15013
164,5,4.2059903,4.43,CA_15013
165,6,4.139969,4.43,CA_15013
166,7,4.3248825,4.43,CA_15013
167,8,4.470764,3.63,CA_15013
168,9,4.561931,3.8299997,CA_15013
169,10,4.575539,3.63,CA_15013
170,1,4.494094,4.43,CA_15013
171,2,4.7108383,4.6299996,CA_15013
172,3,4.50808,4.6299996,CA_15013
173,4,4.55849,4.43,CA_15013
174,5,4.362447,4.43,CA_15013
175,6,4.274634,4.43,CA_15013
176,7,4.4202175,3.63,CA_15013
177,8,4.508854,3.8299997,CA_15013
178,9,4.5922217,3.63,CA_15013
179,10,4.6320133,3.63,CA_15013
180,1,5.1237297,4.6299996,CA_15013
181,2,5.263917,4.6299996,CA_15013
182,3,5.003441,4.43,CA_15013
183,4,5.0011854,4.43,CA_15013
184,5,4.826992,4.43,CA_15013
185,6,4.7480726,3.63,CA_15013
186,7,4.8287325,3.8299997,CA_15013
187,8,4.8983784,3.63,CA_15013
188,9,4.9767537,3.63,CA_15013
189,10,4.99343,3.4699998,CA_15013
190,1,5.1772966,4.6299996,CA_15013
191,2,5.2917423,4.43,CA_15013
192,3,5.0540667,4.43,CA_15013
193,4,5.0242615,4.43,CA_15013
194,5,4.864111,3.63,CA_15013
195,6,4.792451,3.8299997,CA_15013
196,7,4.7986817,3.63,CA_15013
197,8,4.855427,3.63,CA_15013
198,9,4.8987184,3.4699998,CA_15013
199,10,4.9085507,3.63,CA_15013
200,1,4.893312,4.43,CA_15013
201,2,4.9729824,4.43,CA_15013
202,3,4.795557,4.43,CA_15013
203,4,4.739502,3.63,CA_15013
204,5,4.602958,3.8299997,CA_15013
205,6,4.5696673,3.63,CA_15013
206,7,4.5192623,3.63,CA_15013
207,8,4.56465,3.4699998,CA_15013
208,9,4.5852876,3.63,CA_15013
209,10,4.610235,4.1999993,CA_15013
210,1,4.880876,4.43,CA_15013
211,2,4.9784675,4.43,CA_15013
212,3,4.8482466,3.63,CA_15013
213,4,4.756357,3.8299997,CA_15013
214,5,4.6333904,3.63,CA_15013
215,6,4.620406,3.63,CA_15013
216,7,4.555391,3.4699998,CA_15013
217,8,4.6143017,3.63,CA_15013
218,9,4.690619,4.1999993,CA_15013
219,10,4.715993,3.4699998,CA_15013
220,1,4.7386622,4.43,CA_15013
221,2,4.877757,3.63,CA_15013
222,3,4.7473226,3.8299997,CA_15013
223,4,4.673018,3.63,CA_15013
224,5,4.5678625,3.63,CA_15013
225,6,4.4777966,3.4699998,CA_15013
226,7,4.470189,3.63,CA_15013
227,8,4.4918666,4.1999993,CA_15013
228,9,4.581686,3.4699998,CA_15013
229,10,4.6212597,3.9999995,CA_15013
230,1,4.399665,3.63,CA_15013
231,2,4.5795,3.8299997,CA_15013
232,3,4.352497,3.63,CA_15013
233,4,4.3342094,3.63,CA_15013
234,5,4.233777,3.4699998,CA_15013
235,6,4.1881323,3.63,CA_15013
236,7,4.269533,4.1999993,CA_15013
237,8,4.334907,3.4699998,CA_15013
238,9,4.4560633,3.9999995,CA_15013
239,10,4.432115,3.9999995,CA_15013
240,1,4.241846,3.8299997,CA_15013
241,2,4.43818,3.63,CA_15013
242,3,4.3067074,3.63,CA_15013
243,4,4.242963,3.4699998,CA_15013
244,5,4.1783323,3.63,CA_15013
245,6,4.076892,4.1999993,CA_15013
246,7,4.1361647,3.4699998,CA_15013
247,8,4.1745934,3.9999995,CA_15013
248,9,4.2900233,3.9999995,CA_15013
249,10,4.341795,3.63,CA_15013
250,1,4.2974834,3.63,CA_15013
251,2,4.4453144,3.63,CA_15013
252,3,4.315117,3.4699998,CA_15013
253,4,4.2239676,3.63,CA_15013
254,5,4.2143364,4.1999993,CA_15013
255,6,4.102275,3.4699998,CA_15013
256,7,4.166048,3.9999995,CA_15013
257,8,4.1361322,3.9999995,CA_15013
258,9,4.2321224,3.63,CA_15013
259,10,4.288124,4.6299996,CA_15013
260,1,4.223038,3.63,CA_15013
261,2,4.33359,3.4699998,CA_15013
262,3,4.2053947,3.63,CA_15013
263,4,4.159787,4.1999993,CA_15013
264,5,4.1978016,3.4699998,CA_15013
265,6,4.1048717,3.9999995,CA_15013
266,7,4.133026,3.9999995,CA_15013
267,8,4.1059685,3.63,CA_15013
268,9,4.186987,4.6299996,CA_15013
269,10,4.2489576,3.8299997,CA_15013
270,1,4.215824,3.4699998,CA_15013
271,2,4.299893,3.63,CA_15013
272,3,4.1820307,4.1999993,CA_15013
273,4,4.112241,3.4699998,CA_15013
274,5,4.147134,3.9999995,CA_15013
275,6,4.0588765,3.9999995,CA_15013
276,7,4.057781,3.63,CA_15013
277,8,3.9970918,4.6299996,CA_15013
278,9,4.044485,3.8299997,CA_15013
279,10,4.111207,3.63,CA_15013
280,1,4.066676,3.63,CA_15013
281,2,4.1781936,4.1999993,CA_15013
282,3,4.081357,3.4699998,CA_15013
283,4,4.0677886,3.9999995,CA_15013
284,5,4.073942,3.9999995,CA_15013
285,6,3.9581573,3.63,CA_15013
286,7,4.005062,4.6299996,CA_15013
287,8,3.935522,3.8299997,CA_15013
288,9,3.9954288,3.63,CA_15013
289,10,4.0624876,3.63,CA_15013
290,1,4.0069313,4.1999993,CA_15013
291,2,4.0914674,3.4699998,CA_15013
292,3,3.9853232,3.9999995,CA_15013
293,4,3.9425826,3.9999995,CA_15013
294,5,3.9209926,3.63,CA_15013
295,6,3.8590345,4.6299996,CA_15013
296,7,3.8777084,3.8299997,CA_15013
297,8,3.841992,3.63,CA_15013
298,9,3.8942413,3.63,CA_15013
299,10,3.968027,3.63,CA_15013
300,1,4.303438,3.4699998,CA_15013
