model_type,country,best_val_loss,best_epoch,checkpoint_path,original_lr,fine_tuned_lr,run
tide,Tajikistan,0.05052579566836357,19,experiments/FineTuning/output/LowHumanInfluenceTransfer/checkpoints/tajikistan/tide/run_4/Tajikistan_tide_run4_19_0.0505.ckpt,0.00018159850484411317,1.8159850484411317e-05,4
