epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,0.0001,0,,,,,
0,,49,0.3564218282699585,0.21842125058174133,0.18277905881404877,,
0,,99,0.2550157904624939,0.2166660875082016,0.1911645084619522,,
0,,149,0.21485117077827454,0.2028598040342331,0.1813746839761734,,
0,,199,0.17921650409698486,0.1840304434299469,0.16610878705978394,,
0,,249,0.17305929958820343,0.20447860658168793,0.18717268109321594,,
0,,299,0.14685794711112976,0.19928953051567078,0.1846037358045578,,
0,,349,0.14352819323539734,0.1883103996515274,0.17395758628845215,,
0,,399,0.13063520193099976,0.17926475405693054,0.16620123386383057,,
0,,449,0.11994346231222153,0.17492833733558655,0.16293399035930634,,
0,,499,0.12036719173192978,0.19029954075813293,0.17826281487941742,,
0,,527,,,,0.97495037317276,0.1522977650165558
,0.0001,528,,,,,
1,,549,0.11529573798179626,0.18275398015975952,0.17122440040111542,,
1,,599,0.12295787781476974,0.19619643688201904,0.1839006543159485,,
1,,649,0.11874445527791977,0.24235011637210846,0.23047566413879395,,
1,,699,0.09906582534313202,0.19697663187980652,0.1870700567960739,,
1,,749,0.0907498225569725,0.16737841069698334,0.1583034247159958,,
1,,799,0.09949260950088501,0.22470805048942566,0.21475878357887268,,
1,,849,0.09485490620136261,0.19558334350585938,0.1860978603363037,,
1,,899,0.10068143904209137,0.19216567277908325,0.18209752440452576,,
1,,949,0.10908721387386322,0.18032290041446686,0.16941417753696442,,
1,,999,0.10114432871341705,0.18200139701366425,0.17188696563243866,,
1,,1049,0.11300285160541534,0.16798152029514313,0.15668123960494995,,
1,,1055,,,,0.9781643152236938,0.1530415266752243
,0.0001,1056,,,,,
2,,1099,0.09456947445869446,0.17487341165542603,0.16541646420955658,,
2,,1149,0.11908671259880066,0.19372841715812683,0.18181975185871124,,
2,,1199,0.11129425466060638,0.19566011428833008,0.18453069031238556,,
2,,1249,0.08525735139846802,0.17579728364944458,0.16727155447006226,,
2,,1299,0.09509113430976868,0.18853607773780823,0.17902696132659912,,
2,,1349,0.11060938239097595,0.1845080554485321,0.1734471172094345,,
2,,1399,0.07958599179983139,0.20868554711341858,0.2007269412279129,,
2,,1449,0.09214138984680176,0.18375958502292633,0.17454545199871063,,
2,,1499,0.08643452078104019,0.20514246821403503,0.1964990198612213,,
2,,1549,0.10408089309930801,0.2049398124217987,0.19453172385692596,,
2,,1583,,,,0.9767507910728455,0.153493732213974
,0.0001,1584,,,,,
3,,1599,0.11085744202136993,0.1750781387090683,0.16399239003658295,,
3,,1649,0.0901869386434555,0.19279925525188446,0.18378056585788727,,
3,,1699,0.08967511355876923,0.17957034707069397,0.17060284316539764,,
3,,1749,0.12204083800315857,0.1824198216199875,0.17021574079990387,,
3,,1799,0.12621137499809265,0.19256670773029327,0.17994557321071625,,
3,,1849,0.11970968544483185,0.20278504490852356,0.1908140778541565,,
3,,1899,0.11460906267166138,0.19176065921783447,0.1802997589111328,,
3,,1949,0.11805245280265808,0.18922731280326843,0.17742206156253815,,
3,,1999,0.10412140935659409,0.18727892637252808,0.1768667846918106,,
3,,2049,0.11863665282726288,0.19001367688179016,0.17815001308918,,
3,,2099,0.12250862270593643,0.17848306894302368,0.16623221337795258,,
3,,2111,,,,0.9698796272277832,0.15342669188976288
