run,seed,best_val_loss,best_epoch,checkpoint_path
0,42,0.058525681495666504,50,experiments/DataSharing/checkpoints/combined/tsmixer/run_0/Combined_tsmixer_epoch=50_val_loss=0.0585.ckpt
