run,seed,best_val_loss,best_epoch,checkpoint_path
0,42,0.06020813807845116,50,experiments/DataSharing/checkpoints/kyrgyzstan/tsmixer/run_0/Kyrgyzstan_tsmixer_epoch=50_val_loss=0.0602.ckpt
