,horizon,prediction,observed,basin_id
0,1,2.0612397,2.5799997,CA_15020
1,2,2.040921,2.6399996,CA_15020
2,3,2.0910246,2.6399996,CA_15020
3,4,2.0981138,2.5099998,CA_15020
4,5,2.047528,2.38,CA_15020
5,6,1.9061809,2.38,CA_15020
6,7,2.0217597,2.32,CA_15020
7,8,1.9194059,2.26,CA_15020
8,9,1.9384176,2.26,CA_15020
9,10,1.9019352,2.26,CA_15020
10,1,2.409511,2.6399996,CA_15020
11,2,2.3833222,2.6399996,CA_15020
12,3,2.449769,2.5099998,CA_15020
13,4,2.377058,2.38,CA_15020
14,5,2.3090072,2.38,CA_15020
15,6,2.1911538,2.32,CA_15020
16,7,2.2071953,2.26,CA_15020
17,8,2.1438947,2.26,CA_15020
18,9,2.1087294,2.26,CA_15020
19,10,2.0251932,2.26,CA_15020
20,1,2.4847322,2.6399996,CA_15020
21,2,2.3576982,2.5099998,CA_15020
22,3,2.4512,2.38,CA_15020
23,4,2.290926,2.38,CA_15020
24,5,2.3312702,2.32,CA_15020
25,6,2.2274578,2.26,CA_15020
26,7,2.2198792,2.26,CA_15020
27,8,2.1337981,2.26,CA_15020
28,9,2.1056478,2.26,CA_15020
29,10,2.0146399,2.26,CA_15020
30,1,2.473825,2.5099998,CA_15020
31,2,2.3370523,2.38,CA_15020
32,3,2.433937,2.38,CA_15020
33,4,2.2827551,2.32,CA_15020
34,5,2.2845912,2.26,CA_15020
35,6,2.1476185,2.26,CA_15020
36,7,2.1538913,2.26,CA_15020
37,8,2.072674,2.26,CA_15020
38,9,2.0879273,2.26,CA_15020
39,10,2.0057807,2.26,CA_15020
40,1,2.2801542,2.38,CA_15020
41,2,2.1053019,2.38,CA_15020
42,3,2.1825075,2.32,CA_15020
43,4,2.096818,2.26,CA_15020
44,5,2.132476,2.26,CA_15020
45,6,1.9682192,2.26,CA_15020
46,7,2.0130196,2.26,CA_15020
47,8,1.8802009,2.26,CA_15020
48,9,1.9586314,2.26,CA_15020
49,10,1.8905334,2.1999998,CA_15020
50,1,2.1688008,2.38,CA_15020
51,2,2.103526,2.32,CA_15020
52,3,2.1371543,2.26,CA_15020
53,4,2.088377,2.26,CA_15020
54,5,2.0085244,2.26,CA_15020
55,6,1.9156883,2.26,CA_15020
56,7,2.0703285,2.26,CA_15020
57,8,1.8932859,2.26,CA_15020
58,9,1.9218193,2.1999998,CA_15020
59,10,1.9045659,2.1999998,CA_15020
60,1,2.5383885,2.32,CA_15020
61,2,2.4521015,2.26,CA_15020
62,3,2.500137,2.26,CA_15020
63,4,2.3947575,2.26,CA_15020
64,5,2.3601215,2.26,CA_15020
65,6,2.2075593,2.26,CA_15020
66,7,2.1796222,2.26,CA_15020
67,8,2.125699,2.1999998,CA_15020
68,9,2.1743479,2.1999998,CA_15020
69,10,2.0724192,2.1999998,CA_15020
70,1,2.2573261,2.26,CA_15020
71,2,2.175832,2.26,CA_15020
72,3,2.21279,2.26,CA_15020
73,4,2.1254272,2.26,CA_15020
74,5,2.153624,2.26,CA_15020
75,6,2.022759,2.26,CA_15020
76,7,2.100046,2.1999998,CA_15020
77,8,1.978984,2.1999998,CA_15020
78,9,2.031915,2.1999998,CA_15020
79,10,1.9714564,2.1999998,CA_15020
80,1,2.054314,2.26,CA_15020
81,2,1.9931265,2.26,CA_15020
82,3,2.0239449,2.26,CA_15020
83,4,2.054233,2.26,CA_15020
84,5,1.981323,2.26,CA_15020
85,6,1.8422817,2.1999998,CA_15020
86,7,1.9725657,2.1999998,CA_15020
87,8,1.811776,2.1999998,CA_15020
88,9,1.8709638,2.1999998,CA_15020
89,10,1.8306109,2.1999998,CA_15020
90,1,1.9851403,2.26,CA_15020
91,2,1.9664965,2.26,CA_15020
92,3,1.9450297,2.26,CA_15020
93,4,2.037063,2.26,CA_15020
94,5,1.9237332,2.1999998,CA_15020
95,6,1.7963068,2.1999998,CA_15020
96,7,1.9061826,2.1999998,CA_15020
97,8,1.7584461,2.1999998,CA_15020
98,9,1.8003793,2.1999998,CA_15020
99,10,1.749718,2.1999998,CA_15020
100,1,1.9759308,2.26,CA_15020
101,2,1.8676443,2.26,CA_15020
102,3,1.9493504,2.26,CA_15020
103,4,1.9941275,2.1999998,CA_15020
104,5,1.8631709,2.1999998,CA_15020
105,6,1.7590818,2.1999998,CA_15020
106,7,1.8563782,2.1999998,CA_15020
107,8,1.7587221,2.1999998,CA_15020
108,9,1.7095296,2.1999998,CA_15020
109,10,1.7286645,2.1999998,CA_15020
110,1,2.0410938,2.26,CA_15020
111,2,1.9608829,2.26,CA_15020
112,3,1.9948386,2.1999998,CA_15020
113,4,1.9302799,2.1999998,CA_15020
114,5,1.9614688,2.1999998,CA_15020
115,6,1.8382638,2.1999998,CA_15020
116,7,1.891214,2.1999998,CA_15020
117,8,1.7789967,2.1999998,CA_15020
118,9,1.8291053,2.1999998,CA_15020
119,10,1.754322,2.1399999,CA_15020
120,1,1.9217117,2.26,CA_15020
121,2,1.8558924,2.1999998,CA_15020
122,3,1.9325404,2.1999998,CA_15020
123,4,1.9161034,2.1999998,CA_15020
124,5,1.7745875,2.1999998,CA_15020
125,6,1.733251,2.1999998,CA_15020
126,7,1.8250136,2.1999998,CA_15020
127,8,1.7309504,2.1999998,CA_15020
128,9,1.668994,2.1399999,CA_15020
129,10,1.6918015,2.1399999,CA_15020
130,1,1.9590307,2.1999998,CA_15020
131,2,1.8851454,2.1999998,CA_15020
132,3,1.9469138,2.1999998,CA_15020
133,4,1.9600797,2.1999998,CA_15020
134,5,1.9100814,2.1999998,CA_15020
135,6,1.7904191,2.1999998,CA_15020
136,7,1.876766,2.1999998,CA_15020
137,8,1.7707127,2.1399999,CA_15020
138,9,1.7705724,2.1399999,CA_15020
139,10,1.7562543,2.1399999,CA_15020
140,1,2.1354327,2.1999998,CA_15020
141,2,2.0249023,2.1999998,CA_15020
142,3,2.10936,2.1999998,CA_15020
143,4,2.0237377,2.1999998,CA_15020
144,5,2.0293093,2.1999998,CA_15020
145,6,1.8672153,2.1999998,CA_15020
146,7,1.9187706,2.1399999,CA_15020
147,8,1.8096511,2.1399999,CA_15020
148,9,1.8899456,2.1399999,CA_15020
149,10,1.8066808,2.1399999,CA_15020
150,1,1.9453671,2.1999998,CA_15020
151,2,1.8223891,2.1999998,CA_15020
152,3,1.9020365,2.1999998,CA_15020
153,4,1.9060142,2.1999998,CA_15020
154,5,1.8385378,2.1999998,CA_15020
155,6,1.7387937,2.1399999,CA_15020
156,7,1.795471,2.1399999,CA_15020
157,8,1.7613578,2.1399999,CA_15020
158,9,1.6664634,2.1399999,CA_15020
159,10,1.703198,2.1399999,CA_15020
160,1,1.8559972,2.1999998,CA_15020
161,2,1.6970489,2.1999998,CA_15020
162,3,1.7961088,2.1999998,CA_15020
163,4,1.7764146,2.1999998,CA_15020
164,5,1.7079029,2.1399999,CA_15020
165,6,1.6535257,2.1399999,CA_15020
166,7,1.6625404,2.1399999,CA_15020
167,8,1.6566961,2.1399999,CA_15020
168,9,1.5610582,2.1399999,CA_15020
169,10,1.6140593,2.0099998,CA_15020
170,1,2.0570812,2.1999998,CA_15020
171,2,1.9183714,2.1999998,CA_15020
172,3,1.9563853,2.1999998,CA_15020
173,4,1.851078,2.1399999,CA_15020
174,5,1.7709873,2.1399999,CA_15020
175,6,1.7326334,2.1399999,CA_15020
176,7,1.8222272,2.1399999,CA_15020
177,8,1.6607378,2.1399999,CA_15020
178,9,1.7329226,2.0099998,CA_15020
179,10,1.6956115,1.88,CA_15020
180,1,2.3177085,2.1999998,CA_15020
181,2,2.1516414,2.1999998,CA_15020
182,3,2.1706455,2.1399999,CA_15020
183,4,1.9932878,2.1399999,CA_15020
184,5,2.0436935,2.1399999,CA_15020
185,6,2.000326,2.1399999,CA_15020
186,7,2.051869,2.1399999,CA_15020
187,8,1.9023306,2.0099998,CA_15020
188,9,1.9819063,1.88,CA_15020
189,10,1.9026206,1.7499998,CA_15020
190,1,2.3442788,2.1999998,CA_15020
191,2,2.241269,2.1399999,CA_15020
192,3,2.2827942,2.1399999,CA_15020
193,4,2.1650097,2.1399999,CA_15020
194,5,2.0780673,2.1399999,CA_15020
195,6,2.0282147,2.1399999,CA_15020
196,7,2.0981991,2.0099998,CA_15020
197,8,1.9330393,1.88,CA_15020
198,9,1.9965184,1.7499998,CA_15020
199,10,1.9401205,1.6199999,CA_15020
200,1,2.338882,2.1399999,CA_15020
