best_value,input_length,hidden_size,dropout,learning_rate,num_encoder_layers,num_decoder_layers,decoder_output_size,temporal_decoder_hidden_size,use_layer_norm
0.05238328501582146,70,101,0.3803925243084487,0.0001326033192269654,3,2,21,36,False
