epoch,lr-Adam,step,train_loss,train_mse,val_loss,val_mse
,0.00012399967836846095,0,,,,
0,,49,1.4887950420379639,1.4887950420379639,,
0,,99,0.9227936267852783,0.9227936267852783,,
0,,149,0.5485323667526245,0.5485323667526245,,
0,,199,0.9087198972702026,0.9087198972702026,,
0,,249,0.49070897698402405,0.49070897698402405,,
0,,299,0.7968418598175049,0.7968418598175049,,
0,,349,0.8828948140144348,0.8828948140144348,,
0,,399,0.9344251155853271,0.9344251155853271,,
0,,449,0.8480371236801147,0.8480371236801147,,
0,,499,0.8097396492958069,0.8097396492958069,,
0,,549,0.7645289897918701,0.7645289897918701,,
0,,599,0.9473587870597839,0.9473587870597839,,
0,,649,0.9330295920372009,0.9330295920372009,,
0,,699,1.0595829486846924,1.0595829486846924,,
0,,749,0.694980800151825,0.694980800151825,,
0,,799,0.9232314229011536,0.9232314229011536,,
0,,849,0.7405939102172852,0.7405939102172852,,
0,,899,0.7542234659194946,0.7542234659194946,,
0,,949,0.7418254613876343,0.7418254613876343,,
0,,999,0.7725318074226379,0.7725318074226379,,
0,,1049,0.5738946795463562,0.5738946795463562,,
0,,1099,1.0676095485687256,1.0676095485687256,,
0,,1149,0.8598702549934387,0.8598702549934387,,
0,,1199,0.4888027608394623,0.4888027608394623,,
0,,1249,0.8056651949882507,0.8056651949882507,,
0,,1299,1.0010062456130981,1.0010062456130981,,
0,,1349,0.6989532709121704,0.6989532709121704,,
0,,1399,0.689794659614563,0.689794659614563,,
0,,1449,0.7365759015083313,0.7365759015083313,,
0,,1499,0.7175894379615784,0.7175894379615784,,
0,,1509,,,0.6113930344581604,0.6113930344581604
,0.00012399967836846095,1510,,,,
1,,1549,0.7260539531707764,0.7260539531707764,,
1,,1599,0.7479056119918823,0.7479056119918823,,
1,,1649,0.6125198006629944,0.6125198006629944,,
1,,1699,0.9177524447441101,0.9177524447441101,,
1,,1749,0.5961082577705383,0.5961082577705383,,
1,,1799,0.6489578485488892,0.6489578485488892,,
1,,1849,0.6104104518890381,0.6104104518890381,,
1,,1899,0.6861230134963989,0.6861230134963989,,
1,,1949,0.4665297865867615,0.4665297865867615,,
1,,1999,1.0427502393722534,1.0427502393722534,,
1,,2049,0.9653488993644714,0.9653488993644714,,
1,,2099,0.700397789478302,0.700397789478302,,
1,,2149,0.5264211297035217,0.5264211297035217,,
1,,2199,0.5805326700210571,0.5805326700210571,,
1,,2249,0.5833292603492737,0.5833292603492737,,
1,,2299,0.6124228239059448,0.6124228239059448,,
1,,2349,0.6057791709899902,0.6057791709899902,,
1,,2399,0.3810109794139862,0.3810109794139862,,
1,,2449,0.9656184911727905,0.9656184911727905,,
1,,2499,0.48316141963005066,0.48316141963005066,,
1,,2549,0.50836580991745,0.50836580991745,,
1,,2599,0.6046356558799744,0.6046356558799744,,
1,,2649,0.5863503217697144,0.5863503217697144,,
1,,2699,0.8625745177268982,0.8625745177268982,,
1,,2749,0.8203882575035095,0.8203882575035095,,
1,,2799,0.5567201375961304,0.5567201375961304,,
1,,2849,0.6158590912818909,0.6158590912818909,,
1,,2899,0.7230348587036133,0.7230348587036133,,
1,,2949,0.6649362444877625,0.6649362444877625,,
1,,2999,0.6839357018470764,0.6839357018470764,,
1,,3019,,,0.5979970693588257,0.5979970693588257
,0.00012399967836846095,3020,,,,
2,,3049,0.5428067445755005,0.5428067445755005,,
2,,3099,0.6025615334510803,0.6025615334510803,,
2,,3149,0.5086786150932312,0.5086786150932312,,
2,,3199,0.47504791617393494,0.47504791617393494,,
2,,3249,0.5985298752784729,0.5985298752784729,,
2,,3299,0.4372061491012573,0.4372061491012573,,
2,,3349,0.497442364692688,0.497442364692688,,
2,,3399,0.7651733756065369,0.7651733756065369,,
2,,3449,0.5898479223251343,0.5898479223251343,,
2,,3499,0.6200687885284424,0.6200687885284424,,
2,,3549,0.4873233139514923,0.4873233139514923,,
2,,3599,0.6718679070472717,0.6718679070472717,,
2,,3649,0.6030693054199219,0.6030693054199219,,
2,,3699,0.5856108069419861,0.5856108069419861,,
2,,3749,0.511766254901886,0.511766254901886,,
2,,3799,0.9474783539772034,0.9474783539772034,,
2,,3849,0.5802614092826843,0.5802614092826843,,
2,,3899,0.4798397719860077,0.4798397719860077,,
2,,3949,0.7895258069038391,0.7895258069038391,,
2,,3999,0.6866410970687866,0.6866410970687866,,
2,,4049,0.4791772961616516,0.4791772961616516,,
2,,4099,0.5988737344741821,0.5988737344741821,,
2,,4149,0.8683763146400452,0.8683763146400452,,
2,,4199,0.607603907585144,0.607603907585144,,
2,,4249,0.49915769696235657,0.49915769696235657,,
2,,4299,0.5383704900741577,0.5383704900741577,,
2,,4349,0.5522482991218567,0.5522482991218567,,
2,,4399,0.6370317935943604,0.6370317935943604,,
2,,4449,0.9315393567085266,0.9315393567085266,,
2,,4499,0.3503188192844391,0.3503188192844391,,
2,,4529,,,0.605902910232544,0.605902910232544
,0.00012399967836846095,4530,,,,
3,,4549,0.4435606002807617,0.4435606002807617,,
3,,4599,0.7603616118431091,0.7603616118431091,,
3,,4649,0.7169889211654663,0.7169889211654663,,
3,,4699,0.5536035299301147,0.5536035299301147,,
3,,4749,0.45872175693511963,0.45872175693511963,,
3,,4799,0.5167555809020996,0.5167555809020996,,
3,,4849,0.5038396120071411,0.5038396120071411,,
3,,4899,0.38167884945869446,0.38167884945869446,,
3,,4949,0.48221394419670105,0.48221394419670105,,
3,,4999,0.5835853815078735,0.5835853815078735,,
3,,5049,0.6121295690536499,0.6121295690536499,,
3,,5099,0.7210816740989685,0.7210816740989685,,
3,,5149,0.5281511545181274,0.5281511545181274,,
3,,5199,0.5082815289497375,0.5082815289497375,,
3,,5249,0.760487973690033,0.760487973690033,,
3,,5299,0.3606025278568268,0.3606025278568268,,
3,,5349,0.5423970222473145,0.5423970222473145,,
3,,5399,0.4727073013782501,0.4727073013782501,,
3,,5449,0.47908300161361694,0.47908300161361694,,
3,,5499,0.4814719557762146,0.4814719557762146,,
3,,5549,0.5482288599014282,0.5482288599014282,,
3,,5599,0.6492884755134583,0.6492884755134583,,
3,,5649,0.4737013280391693,0.4737013280391693,,
3,,5699,0.5839492678642273,0.5839492678642273,,
3,,5749,0.4404212534427643,0.4404212534427643,,
3,,5799,0.49907925724983215,0.49907925724983215,,
3,,5849,0.47794222831726074,0.47794222831726074,,
3,,5899,0.6392351984977722,0.6392351984977722,,
3,,5949,0.6577212810516357,0.6577212810516357,,
3,,5999,0.345501184463501,0.345501184463501,,
3,,6039,,,0.5854278206825256,0.5854278206825256
,0.00012399967836846095,6040,,,,
4,,6049,0.7817597389221191,0.7817597389221191,,
4,,6099,0.5025216937065125,0.5025216937065125,,
4,,6149,0.43883195519447327,0.43883195519447327,,
4,,6199,0.4571854770183563,0.4571854770183563,,
4,,6249,0.6365066766738892,0.6365066766738892,,
4,,6299,0.42902201414108276,0.42902201414108276,,
4,,6349,0.6657061576843262,0.6657061576843262,,
4,,6399,0.33331555128097534,0.33331555128097534,,
4,,6449,0.5200343728065491,0.5200343728065491,,
4,,6499,0.6666984558105469,0.6666984558105469,,
4,,6549,0.4020041227340698,0.4020041227340698,,
4,,6599,0.39653006196022034,0.39653006196022034,,
4,,6649,0.7636249661445618,0.7636249661445618,,
4,,6699,0.5106962323188782,0.5106962323188782,,
4,,6749,0.4961867034435272,0.4961867034435272,,
4,,6799,0.4970422685146332,0.4970422685146332,,
4,,6849,0.4568122923374176,0.4568122923374176,,
4,,6899,0.27187827229499817,0.27187827229499817,,
4,,6949,0.6016866564750671,0.6016866564750671,,
4,,6999,0.4706946015357971,0.4706946015357971,,
4,,7049,0.45077675580978394,0.45077675580978394,,
4,,7099,0.7368141412734985,0.7368141412734985,,
4,,7149,0.5057957172393799,0.5057957172393799,,
4,,7199,0.6155096292495728,0.6155096292495728,,
4,,7249,0.4964030981063843,0.4964030981063843,,
4,,7299,0.5000603795051575,0.5000603795051575,,
4,,7349,0.7073625326156616,0.7073625326156616,,
4,,7399,0.8429393172264099,0.8429393172264099,,
4,,7449,0.36457645893096924,0.36457645893096924,,
4,,7499,0.5020330548286438,0.5020330548286438,,
4,,7549,0.3571550250053406,0.3571550250053406,,
4,,7549,,,0.5453531742095947,0.5453531742095947
,0.00012399967836846095,7550,,,,
5,,7599,0.5281729102134705,0.5281729102134705,,
5,,7649,0.40969333052635193,0.40969333052635193,,
5,,7699,1.1640903949737549,1.1640903949737549,,
5,,7749,0.798315167427063,0.798315167427063,,
5,,7799,0.6070504784584045,0.6070504784584045,,
5,,7849,0.30151426792144775,0.30151426792144775,,
5,,7899,0.5968922972679138,0.5968922972679138,,
5,,7949,0.5714154839515686,0.5714154839515686,,
5,,7999,0.4762073755264282,0.4762073755264282,,
5,,8049,0.33719688653945923,0.33719688653945923,,
5,,8099,0.4458502531051636,0.4458502531051636,,
5,,8149,0.6152070164680481,0.6152070164680481,,
5,,8199,0.6223382949829102,0.6223382949829102,,
5,,8249,0.3387592136859894,0.3387592136859894,,
5,,8299,0.40866658091545105,0.40866658091545105,,
5,,8349,0.5193173289299011,0.5193173289299011,,
5,,8399,0.6380404233932495,0.6380404233932495,,
5,,8449,0.43960127234458923,0.43960127234458923,,
5,,8499,0.4401867687702179,0.4401867687702179,,
5,,8549,0.5489456057548523,0.5489456057548523,,
5,,8599,0.6493064761161804,0.6493064761161804,,
5,,8649,0.4336455166339874,0.4336455166339874,,
5,,8699,0.4034736156463623,0.4034736156463623,,
5,,8749,0.5234013795852661,0.5234013795852661,,
5,,8799,0.5033385157585144,0.5033385157585144,,
5,,8849,0.6098273992538452,0.6098273992538452,,
5,,8899,0.49920225143432617,0.49920225143432617,,
5,,8949,0.5892470479011536,0.5892470479011536,,
5,,8999,0.5573650002479553,0.5573650002479553,,
5,,9049,0.6417598128318787,0.6417598128318787,,
5,,9059,,,0.5553032159805298,0.5553032159805298
,0.00012399967836846095,9060,,,,
6,,9099,0.4055832624435425,0.4055832624435425,,
6,,9149,0.3699544668197632,0.3699544668197632,,
6,,9199,0.5310014486312866,0.5310014486312866,,
6,,9249,0.40449804067611694,0.40449804067611694,,
6,,9299,0.4772128164768219,0.4772128164768219,,
6,,9349,0.5844882130622864,0.5844882130622864,,
6,,9399,0.42915672063827515,0.42915672063827515,,
6,,9449,0.3754124939441681,0.3754124939441681,,
6,,9499,0.40068545937538147,0.40068545937538147,,
6,,9549,0.3241051435470581,0.3241051435470581,,
6,,9599,0.518011212348938,0.518011212348938,,
6,,9649,0.41738468408584595,0.41738468408584595,,
6,,9699,0.4942227303981781,0.4942227303981781,,
6,,9749,0.43066534399986267,0.43066534399986267,,
6,,9799,0.28531143069267273,0.28531143069267273,,
6,,9849,0.43858426809310913,0.43858426809310913,,
6,,9899,0.3602532148361206,0.3602532148361206,,
6,,9949,0.42896008491516113,0.42896008491516113,,
6,,9999,0.42757096886634827,0.42757096886634827,,
6,,10049,0.483946830034256,0.483946830034256,,
6,,10099,0.4790554642677307,0.4790554642677307,,
