model_type,country,run,best_val_loss,best_epoch,checkpoint_path
tide,Tajikistan,0,0.061815496534109116,48,experiments/DataSharing/output/checkpoints/tajikistan/tide/run_0/Tajikistan_tide_epoch=48_val_loss=0.0618.ckpt
tsmixer,Tajikistan,0,0.05914600193500519,66,experiments/DataSharing/output/checkpoints/tajikistan/tsmixer/run_0/Tajikistan_tsmixer_epoch=66_val_loss=0.0591.ckpt
ealstm,Tajikistan,0,0.055001385509967804,37,experiments/DataSharing/output/checkpoints/tajikistan/ealstm/run_0/Tajikistan_ealstm_epoch=37_val_loss=0.0550.ckpt
tft,Tajikistan,0,0.05405627191066742,54,experiments/DataSharing/output/checkpoints/tajikistan/tft/run_0/Tajikistan_tft_epoch=54_val_loss=0.0541.ckpt
