basin_id,horizon,MSE,MAE,NSE,RMSE
CA_15013,1,0.12442329,0.17442134,0.9505303017795086,0.35273686
CA_15013,2,0.2378444,0.24665551,0.9054280892014503,0.48769292
CA_15013,3,0.33244213,0.2937781,0.867810845375061,0.57657796
CA_15013,4,0.4122917,0.3268458,0.8360661417245865,0.64209944
CA_15013,5,0.47670057,0.36325395,0.8104720115661621,0.69043505
CA_15013,6,0.5258669,0.38833645,0.7909516096115112,0.7251668
CA_15013,7,0.57447326,0.40488973,0.7716638594865799,0.7579402
CA_15013,8,0.6229579,0.41890922,0.7524328827857971,0.78927684
CA_15013,9,0.63586664,0.4252631,0.747352123260498,0.79741246
CA_15013,10,0.65119916,0.43899047,0.7413156926631927,0.8069691
CA_15020,1,0.023275455,0.074634016,0.9890235783532262,0.15256296
CA_15020,2,0.050228484,0.111816734,0.9764822889119387,0.22411712
CA_15020,3,0.07669366,0.14505927,0.9643630906939507,0.2769362
CA_15020,4,0.09646733,0.16893457,0.9555322974920273,0.3105919
CA_15020,5,0.12289342,0.19289966,0.9437967762351036,0.3505616
CA_15020,6,0.14170504,0.21280575,0.9356970936059952,0.3764373
CA_15020,7,0.16092347,0.22753179,0.9275356009602547,0.40115267
CA_15020,8,0.18202911,0.24360675,0.9187374785542488,0.4266487
CA_15020,9,0.19607653,0.25595096,0.9133630469441414,0.4428053
CA_15020,10,0.20865545,0.26914513,0.908623494207859,0.45678818
CA_15022,1,0.022403326,0.07991227,0.9924736507236958,0.14967741
CA_15022,2,0.047596354,0.12030954,0.9841711688786745,0.21816589
CA_15022,3,0.07125393,0.15302005,0.9765395969152451,0.26693434
CA_15022,4,0.08936929,0.17308006,0.970865098759532,0.29894698
CA_15022,5,0.10971758,0.19769794,0.9645572043955326,0.33123645
CA_15022,6,0.11812588,0.21193467,0.9622053951025009,0.34369445
CA_15022,7,0.13151924,0.22205926,0.9583154395222664,0.36265582
CA_15022,8,0.14966178,0.23597415,0.9529782868921757,0.38686144
CA_15022,9,0.15563379,0.24223298,0.9515471495687962,0.3945045
CA_15022,10,0.1719071,0.25801596,0.9469622634351254,0.4146168
CA_15025,1,0.009349219,0.05134261,0.9881285056471825,0.096691355
CA_15025,2,0.02176399,0.08150525,0.9724923186004162,0.14752623
CA_15025,3,0.031648245,0.10544498,0.9602051377296448,0.17789954
CA_15025,4,0.038074452,0.11811289,0.9524011202156544,0.19512676
CA_15025,5,0.040992804,0.12818114,0.9490908347070217,0.2024668
CA_15025,6,0.04715989,0.14164005,0.9417986795306206,0.21716328
CA_15025,7,0.050936602,0.14718607,0.9375109933316708,0.2256914
CA_15025,8,0.056104723,0.15302125,0.9318263307213783,0.23686436
CA_15025,9,0.064417325,0.1600918,0.9223968833684921,0.2538057
CA_15025,10,0.07462569,0.17302488,0.9108139351010323,0.27317703
CA_15039,1,0.023794428,0.06478103,0.942573968321085,0.15425442
CA_15039,2,0.043724857,0.09565171,0.8944526165723801,0.2091049
CA_15039,3,0.057450935,0.11796534,0.8612919449806213,0.23968925
CA_15039,4,0.07006895,0.13882348,0.8307939916849136,0.2647054
CA_15039,5,0.07974185,0.14822102,0.8073974251747131,0.282386
CA_15039,6,0.09217729,0.16250326,0.7773178964853287,0.30360714
CA_15039,7,0.09967843,0.16882169,0.7591491341590881,0.31571892
CA_15039,8,0.105904795,0.17630297,0.744053989648819,0.32543015
CA_15039,9,0.11248415,0.18238974,0.7280996143817902,0.33538657
CA_15039,10,0.117353365,0.18910047,0.7162735760211945,0.34256878
CA_15040,1,0.049092654,0.08095354,0.9792712405323982,0.22156863
CA_15040,2,0.09491915,0.1261691,0.9599204584956169,0.30808952
