epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,0.0001,0,,,,,
0,,49,0.3176420032978058,0.2214035987854004,0.1896394044160843,,
0,,99,0.2220262885093689,0.18770012259483337,0.16549749672412872,,
0,,149,0.19258412718772888,0.2110765278339386,0.19181811809539795,,
0,,199,0.16505788266658783,0.1975996345281601,0.18109384179115295,,
0,,249,0.1429167240858078,0.19213540852069855,0.17784373462200165,,
0,,299,0.14121410250663757,0.17479054629802704,0.16066913306713104,,
0,,349,0.1145671084523201,0.17155149579048157,0.16009478271007538,,
0,,399,0.10027644038200378,0.17589406669139862,0.165866419672966,,
0,,449,0.09525664150714874,0.17441242933273315,0.16488675773143768,,
0,,499,0.10421955585479736,0.16379158198833466,0.15336962044239044,,
0,,527,,,,0.983465313911438,0.15438176691532135
,0.0001,528,,,,,
1,,549,0.08690080791711807,0.20426809787750244,0.19557802379131317,,
1,,599,0.08106198161840439,0.16680313646793365,0.15869693458080292,,
1,,649,0.07760082185268402,0.14942748844623566,0.1416674107313156,,
1,,699,0.07378323376178741,0.16104227304458618,0.15366394817829132,,
1,,749,0.06593555212020874,0.20033258199691772,0.19373902678489685,,
1,,799,0.07204867899417877,0.1943933069705963,0.18718843162059784,,
1,,849,0.06588496267795563,0.17701297998428345,0.1704244762659073,,
1,,899,0.0640486478805542,0.14894333481788635,0.14253847301006317,,
1,,949,0.05219918489456177,0.18455491960048676,0.17933499813079834,,
1,,999,0.060426950454711914,0.16338174045085907,0.15733905136585236,,
1,,1049,0.0634593814611435,0.17162397503852844,0.16527803242206573,,
1,,1055,,,,0.9895856976509094,0.1543462574481964
,0.0001,1056,,,,,
2,,1099,0.06882352381944656,0.16253787279129028,0.15565551817417145,,
2,,1149,0.057718776166439056,0.15068170428276062,0.1449098289012909,,
2,,1199,0.05351667478680611,0.18187367916107178,0.17652201652526855,,
2,,1249,0.05965801700949669,0.16844137012958527,0.1624755710363388,,
2,,1299,0.05637678503990173,0.16624605655670166,0.16060838103294373,,
2,,1349,0.06357580423355103,0.18760213255882263,0.18124455213546753,,
2,,1399,0.05279072746634483,0.13564564287662506,0.13036656379699707,,
2,,1449,0.05056821182370186,0.16547484695911407,0.16041801869869232,,
2,,1499,0.05227035656571388,0.20061616599559784,0.19538913667201996,,
2,,1549,0.0644042044878006,0.1708526760339737,0.164412260055542,,
2,,1583,,,,0.9888975024223328,0.1538148820400238
,0.0001,1584,,,,,
3,,1599,0.06070896238088608,0.1716517210006714,0.16558082401752472,,
3,,1649,0.05163976922631264,0.16628935933113098,0.16112537682056427,,
3,,1699,0.051365479826927185,0.1719050258398056,0.16676847636699677,,
3,,1749,0.06052107736468315,0.17343434691429138,0.16738224029541016,,
3,,1799,0.04307086765766144,0.16560956835746765,0.16130247712135315,,
3,,1849,0.048674970865249634,0.16032427549362183,0.1554567813873291,,
3,,1899,0.06216474249958992,0.1921735554933548,0.18595707416534424,,
3,,1949,0.06973847001791,0.15888269245624542,0.15190884470939636,,
3,,1999,0.060191333293914795,0.1817556619644165,0.17573653161525726,,
3,,2049,0.06598121672868729,0.1742190569639206,0.1676209419965744,,
3,,2099,0.06429515779018402,0.16105210781097412,0.15462259948253632,,
3,,2111,,,,0.9841828346252441,0.15437403321266174
,0.0001,2112,,,,,
4,,2149,0.06660380959510803,0.15130485594272614,0.14464446902275085,,
4,,2199,0.062351010739803314,0.15327666699886322,0.14704155921936035,,
4,,2249,0.07619291543960571,0.15445789694786072,0.14683860540390015,,
4,,2299,0.053482092916965485,0.15590929985046387,0.15056109428405762,,
4,,2349,0.06347676366567612,0.1486702561378479,0.1423225849866867,,
4,,2399,0.07865409553050995,0.1459147036075592,0.13804928958415985,,
4,,2449,0.07529047131538391,0.1960190087556839,0.18848995864391327,,
4,,2499,0.07147090137004852,0.18271002173423767,0.17556293308734894,,
4,,2549,0.08063635975122452,0.15967054665088654,0.15160691738128662,,
4,,2599,0.07299814373254776,0.18270131945610046,0.175401508808136,,
4,,2639,,,,0.9816848635673523,0.15479066967964172
,0.0001,2640,,,,,
5,,2649,0.06943106651306152,0.17204821109771729,0.16510510444641113,,
5,,2699,0.07023695856332779,0.19458222389221191,0.18755853176116943,,
5,,2749,0.07052332162857056,0.19745786488056183,0.19040553271770477,,
5,,2799,0.06653651595115662,0.17708076536655426,0.1704271137714386,,
5,,2849,0.08595007658004761,0.1785225123167038,0.16992750763893127,,
5,,2899,0.05962991714477539,0.15152908861637115,0.14556609094142914,,
5,,2949,0.0792936235666275,0.16786983609199524,0.15994048118591309,,
5,,2999,0.0817844420671463,0.1797267198562622,0.1715482771396637,,
5,,3049,0.0754012018442154,0.1605885773897171,0.15304845571517944,,
5,,3099,0.07651157677173615,0.17776474356651306,0.17011359333992004,,
5,,3149,0.07963309437036514,0.16482031345367432,0.15685699880123138,,
5,,3167,,,,0.9787412285804749,0.15558598935604095
