epoch,lr-Adam,step,train_loss,train_mse
0,,2249,0.2763122618198395,0.2763122618198395
0,,2299,0.30249306559562683,0.30249306559562683
0,,2349,0.2658904492855072,0.2658904492855072
0,,2399,0.3045419156551361,0.3045419156551361
0,,2449,0.2761777341365814,0.2761777341365814
0,,2499,0.32403624057769775,0.32403624057769775
0,,2549,0.31272944808006287,0.31272944808006287
0,,2599,0.32100996375083923,0.32100996375083923
0,,2649,0.3272058665752411,0.3272058665752411
0,,2699,0.3369990587234497,0.3369990587234497
0,,2749,0.26694074273109436,0.26694074273109436
0,,2799,0.2658649981021881,0.2658649981021881
0,,2849,0.2867841422557831,0.2867841422557831
0,,2899,0.35765814781188965,0.35765814781188965
0,,2949,0.3307510018348694,0.3307510018348694
0,,2999,0.2123679667711258,0.2123679667711258
0,,3049,0.25924956798553467,0.25924956798553467
0,,3099,0.3267252743244171,0.3267252743244171
0,,3149,0.2934648394584656,0.2934648394584656
0,,3199,0.3278244137763977,0.3278244137763977
0,,3249,0.40637364983558655,0.40637364983558655
0,,3299,0.32934290170669556,0.32934290170669556
0,,3349,0.2533818781375885,0.2533818781375885
0,,3399,0.24174098670482635,0.24174098670482635
0,,3449,0.2684663236141205,0.2684663236141205
0,,3499,0.36790117621421814,0.36790117621421814
0,,3549,0.3091830909252167,0.3091830909252167
0,,3599,0.2942144274711609,0.2942144274711609
0,,3649,0.2627190053462982,0.2627190053462982
0,,3699,0.3361149728298187,0.3361149728298187
0,,3749,0.307615727186203,0.307615727186203
0,,3799,0.24781394004821777,0.24781394004821777
0,,3849,0.302240252494812,0.302240252494812
0,,3899,0.2712395191192627,0.2712395191192627
0,,3949,0.2872757613658905,0.2872757613658905
0,,3999,0.31567537784576416,0.31567537784576416
0,,4049,0.23134036362171173,0.23134036362171173
0,,4099,0.2728205621242523,0.2728205621242523
0,,4149,0.21726858615875244,0.21726858615875244
0,,4199,0.3255864381790161,0.3255864381790161
0,,4249,0.3954528272151947,0.3954528272151947
0,,4299,0.3060944080352783,0.3060944080352783
0,,4349,0.28332462906837463,0.28332462906837463
0,,4399,0.316255658864975,0.316255658864975
0,,4449,0.2312791794538498,0.2312791794538498
0,,4499,0.2555186450481415,0.2555186450481415
0,,4549,0.40499216318130493,0.40499216318130493
0,,4599,0.2849726676940918,0.2849726676940918
0,,4649,0.23866204917430878,0.23866204917430878
0,,4699,0.2261115163564682,0.2261115163564682
0,,4749,0.2722116708755493,0.2722116708755493
0,,4799,0.3867886960506439,0.3867886960506439
0,,4849,0.3038811683654785,0.3038811683654785
0,,4899,0.24351587891578674,0.24351587891578674
0,,4949,0.3458207845687866,0.3458207845687866
0,,4999,0.3231653571128845,0.3231653571128845
0,,5049,0.2193668931722641,0.2193668931722641
0,,5099,0.26731330156326294,0.26731330156326294
0,,5149,0.28455039858818054,0.28455039858818054
0,,5199,0.36748600006103516,0.36748600006103516
0,,5249,0.3218250870704651,0.3218250870704651
0,,5299,0.32837700843811035,0.32837700843811035
0,,5349,0.28941377997398376,0.28941377997398376
0,,5399,0.3516019582748413,0.3516019582748413
0,,5449,0.3722812831401825,0.3722812831401825
0,,5499,0.3194946348667145,0.3194946348667145
0,,5549,0.28994616866111755,0.28994616866111755
0,,5599,0.26511627435684204,0.26511627435684204
0,,5649,0.3129767179489136,0.3129767179489136
0,,5699,0.2675014138221741,0.2675014138221741
0,,5749,0.32334238290786743,0.32334238290786743
0,,5799,0.3578356206417084,0.3578356206417084
0,,5849,0.18798856437206268,0.18798856437206268
0,,5899,0.29096296429634094,0.29096296429634094
0,,5949,0.323525071144104,0.323525071144104
0,,5999,0.26009660959243774,0.26009660959243774
0,,6049,0.292793333530426,0.292793333530426
0,,6099,0.2730206549167633,0.2730206549167633
0,,6149,0.27018028497695923,0.27018028497695923
0,,6199,0.20356027781963348,0.20356027781963348
0,,6249,0.31378456950187683,0.31378456950187683
0,,6299,0.24172332882881165,0.24172332882881165
0,,6349,0.3405786454677582,0.3405786454677582
0,,6399,0.34621939063072205,0.34621939063072205
0,,6449,0.1979048103094101,0.1979048103094101
0,,6499,0.21521253883838654,0.21521253883838654
0,,6549,0.3156528174877167,0.3156528174877167
0,,6599,0.2652483880519867,0.2652483880519867
0,,6649,0.2938922345638275,0.2938922345638275
0,,6699,0.2334512323141098,0.2334512323141098
0,,6749,0.26642274856567383,0.26642274856567383
0,,6799,0.29971909523010254,0.29971909523010254
0,,6849,0.24837768077850342,0.24837768077850342
0,,6899,0.1831570863723755,0.1831570863723755
0,,6949,0.33368250727653503,0.33368250727653503
0,,6999,0.3579540252685547,0.3579540252685547
0,,7049,0.31571102142333984,0.31571102142333984
0,,7099,0.3443524241447449,0.3443524241447449
0,,7149,0.35379186272621155,0.35379186272621155
0,,7199,0.26149335503578186,0.26149335503578186
0,,7249,0.2509683668613434,0.2509683668613434
0,,7299,0.23440800607204437,0.23440800607204437
0,,7349,0.29059991240501404,0.29059991240501404
0,,7399,0.2429542988538742,0.2429542988538742
0,,7449,0.3813454508781433,0.3813454508781433
0,,7499,0.28894370794296265,0.28894370794296265
0,,7549,0.24996042251586914,0.24996042251586914
0,,7599,0.24341492354869843,0.24341492354869843
0,,7649,0.19859187304973602,0.19859187304973602
0,,7699,0.2491896152496338,0.2491896152496338
0,,7749,0.2953293025493622,0.2953293025493622
0,,7799,0.2717234790325165,0.2717234790325165
0,,7849,0.2960849404335022,0.2960849404335022
0,,7899,0.2578897178173065,0.2578897178173065
0,,7949,0.25172480940818787,0.25172480940818787
0,,7999,0.3408111333847046,0.3408111333847046
0,,8049,0.1986432522535324,0.1986432522535324
0,,8099,0.33282941579818726,0.33282941579818726
0,,8149,0.3173762261867523,0.3173762261867523
0,,8199,0.2568866014480591,0.2568866014480591
0,,8249,0.2512730658054352,0.2512730658054352
0,,8299,0.30190348625183105,0.30190348625183105
0,,8349,0.25273633003234863,0.25273633003234863
0,,8399,0.3384145200252533,0.3384145200252533
0,,8449,0.23316927254199982,0.23316927254199982
0,,8499,0.30556976795196533,0.30556976795196533
0,,8549,0.21984116733074188,0.21984116733074188
0,,8599,0.23809342086315155,0.23809342086315155
0,,8649,0.3496471643447876,0.3496471643447876
0,,8699,0.23592530190944672,0.23592530190944672
0,,8749,0.22998373210430145,0.22998373210430145
0,,8799,0.2552856504917145,0.2552856504917145
0,,8849,0.24055171012878418,0.24055171012878418
0,,8899,0.37763723731040955,0.37763723731040955
0,,8949,0.3276389539241791,0.3276389539241791
0,,8999,0.2490142434835434,0.2490142434835434
0,,9049,0.2124342918395996,0.2124342918395996
0,,9099,0.2378087043762207,0.2378087043762207
0,,9149,0.2460072785615921,0.2460072785615921
0,,9199,0.2610071003437042,0.2610071003437042
0,,9249,0.23159578442573547,0.23159578442573547
0,,9299,0.30825334787368774,0.30825334787368774
0,,9349,0.22579410672187805,0.22579410672187805
0,,9399,0.23435378074645996,0.23435378074645996
0,,9449,0.3796914517879486,0.3796914517879486
0,,9499,0.24980664253234863,0.24980664253234863
0,,9549,0.26207658648490906,0.26207658648490906
0,,9599,0.3340889513492584,0.3340889513492584
0,,9649,0.2132030725479126,0.2132030725479126
0,,9699,0.3496193289756775,0.3496193289756775
0,,9749,0.25123605132102966,0.25123605132102966
0,,9799,0.3215557038784027,0.3215557038784027
0,,9849,0.310685396194458,0.310685396194458
0,,9899,0.32926642894744873,0.32926642894744873
0,,9949,0.31453579664230347,0.31453579664230347
