epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,0.0001,0,,,,,
0,,49,0.3060223162174225,0.19976215064525604,0.1691599190235138,,
0,,99,0.20734292268753052,0.17908288538455963,0.15834859013557434,,
0,,149,0.19181576371192932,0.20070208609104156,0.1815205067396164,,
0,,199,0.15454357862472534,0.18519191443920135,0.1697375625371933,,
0,,249,0.13528838753700256,0.17789603769779205,0.1643671989440918,,
0,,299,0.12887877225875854,0.16329139471054077,0.15040351450443268,,
0,,349,0.12200477719306946,0.17120473086833954,0.15900425612926483,,
0,,399,0.11118808388710022,0.17811188101768494,0.16699306666851044,,
0,,449,0.09664377570152283,0.1788952648639679,0.1692308932542801,,
0,,499,0.10426095873117447,0.1644493043422699,0.154023215174675,,
0,,527,,,,0.974668562412262,0.15491628646850586
,0.0001,528,,,,,
1,,549,0.10477767884731293,0.16113457083702087,0.1506568044424057,,
1,,599,0.10142850875854492,0.1723182201385498,0.16217537224292755,,
1,,649,0.07816391438245773,0.18616166710853577,0.17834527790546417,,
1,,699,0.0795360580086708,0.16840480268001556,0.16045120358467102,,
1,,749,0.09133381396532059,0.18792679905891418,0.17879341542720795,,
1,,799,0.08075319230556488,0.1859416663646698,0.17786633968353271,,
1,,849,0.09770640730857849,0.1926223635673523,0.18285171687602997,,
1,,899,0.08049696683883667,0.16550692915916443,0.15745723247528076,,
1,,949,0.07972055673599243,0.1756426841020584,0.1676706224679947,,
1,,999,0.08331507444381714,0.19481514394283295,0.18648363649845123,,
1,,1049,0.08354897052049637,0.18225562572479248,0.17390072345733643,,
1,,1055,,,,0.9789065718650818,0.1543731838464737
,0.0001,1056,,,,,
2,,1099,0.07277855277061462,0.17257413268089294,0.165296271443367,,
2,,1149,0.08165980875492096,0.1832565814256668,0.17509059607982635,,
2,,1199,0.08553994446992874,0.1970975250005722,0.18854352831840515,,
2,,1249,0.07167178392410278,0.18182770907878876,0.17466053366661072,,
2,,1299,0.07720839977264404,0.1579008251428604,0.15017998218536377,,
2,,1349,0.06829523295164108,0.1726079285144806,0.16577839851379395,,
2,,1399,0.07760319113731384,0.16773225367069244,0.1599719375371933,,
2,,1449,0.06487924605607986,0.1799311339855194,0.17344321310520172,,
2,,1499,0.0766344666481018,0.19992490112781525,0.1922614574432373,,
2,,1549,0.0631207749247551,0.16209776699543,0.1557856947183609,,
2,,1583,,,,0.9788200259208679,0.15325963497161865
,0.0001,1584,,,,,
3,,1599,0.0727563127875328,0.18751022219657898,0.18023459613323212,,
3,,1649,0.07167835533618927,0.15889479219913483,0.15172696113586426,,
3,,1699,0.07149845361709595,0.17586471140384674,0.16871486604213715,,
3,,1749,0.071510449051857,0.14850690960884094,0.14135587215423584,,
3,,1799,0.06585719436407089,0.1594134122133255,0.1528276950120926,,
3,,1849,0.07837135344743729,0.18032565712928772,0.1724885255098343,,
3,,1899,0.06728419661521912,0.17361733317375183,0.16688890755176544,,
3,,1949,0.07022003829479218,0.1689910739660263,0.16196906566619873,,
3,,1999,0.06853339076042175,0.16653017699718475,0.15967683494091034,,
3,,2049,0.0782317966222763,0.1837666630744934,0.17594347894191742,,
3,,2099,0.08014152944087982,0.19813108444213867,0.19011692702770233,,
3,,2111,,,,0.9770364761352539,0.1536499410867691
,0.0001,2112,,,,,
4,,2149,0.09070712327957153,0.15410839021205902,0.1450376808643341,,
4,,2199,0.05919596180319786,0.17027407884597778,0.16435448825359344,,
4,,2249,0.08571707457304001,0.1729411631822586,0.16436944901943207,,
4,,2299,0.08691280335187912,0.175628200173378,0.16693691909313202,,
4,,2349,0.08963345736265182,0.18224795162677765,0.1732846051454544,,
4,,2399,0.08325404673814774,0.14771106839179993,0.1393856704235077,,
4,,2449,0.0704820454120636,0.15331381559371948,0.14626561105251312,,
4,,2499,0.07656164467334747,0.17675718665122986,0.1691010296344757,,
4,,2549,0.08203637599945068,0.18206483125686646,0.17386119067668915,,
4,,2599,0.09632286429405212,0.16274499893188477,0.15311270952224731,,
4,,2639,,,,0.974493145942688,0.15356412529945374
,0.0001,2640,,,,,
5,,2649,0.10214554518461227,0.18381239473819733,0.17359784245491028,,
5,,2699,0.08749315142631531,0.1764589548110962,0.16770963370800018,,
5,,2749,0.09006358683109283,0.16280841827392578,0.1538020670413971,,
5,,2799,0.08916391432285309,0.17785076797008514,0.16893437504768372,,
5,,2849,0.08892954885959625,0.17595595121383667,0.16706299781799316,,
5,,2899,0.11708755791187286,0.1697874665260315,0.15807871520519257,,
5,,2949,0.09042827785015106,0.2027808576822281,0.19373802840709686,,
5,,2999,0.10970930755138397,0.18405646085739136,0.1730855256319046,,
5,,3049,0.09276218712329865,0.18664872646331787,0.1773725003004074,,
5,,3099,0.10641132295131683,0.16685751080513,0.15621638298034668,,
5,,3149,0.10693065077066422,0.18462976813316345,0.17393670976161957,,
5,,3167,,,,0.9721553921699524,0.15487483143806458
