gauge_id,cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob,cluster_4_prob,cluster_5_prob,cluster_6_prob,cluster_7_prob,cluster_8_prob,cluster_9_prob,cluster_10_prob,cluster_11_prob,cluster_12_prob,cluster_13_prob,cluster_14_prob,predicted_cluster
CA_16205,0.03,0.02,0.03333333333333333,0.05333333333333334,0.06,0.0,0.03666666666666667,0.0,0.023333333333333334,0.0,0.11,0.0033333333333333335,0.0,0.12333333333333334,0.5066666666666667,14
CA_16487,0.043333333333333335,0.0033333333333333335,0.02,0.03,0.03,0.0,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.0033333333333333335,0.0,0.0,0.29,0.56,14
CA_16510,0.03,0.03,0.043333333333333335,0.07,0.05,0.006666666666666667,0.04,0.0,0.043333333333333335,0.0,0.15333333333333332,0.0033333333333333335,0.0,0.14333333333333334,0.38666666666666666,14
CA_17050,0.04666666666666667,0.006666666666666667,0.03333333333333333,0.07333333333333333,0.03666666666666667,0.0,0.0033333333333333335,0.0,0.03333333333333333,0.006666666666666667,0.02,0.0,0.01,0.3566666666666667,0.37333333333333335,14
CA_17077,0.02666666666666667,0.03333333333333333,0.023333333333333334,0.14,0.09,0.016666666666666666,0.03333333333333333,0.0,0.06666666666666667,0.02,0.013333333333333334,0.0,0.0033333333333333335,0.23,0.30333333333333334,14
CA_17082,0.07,0.013333333333333334,0.016666666666666666,0.06,0.03,0.0,0.013333333333333334,0.0,0.02666666666666667,0.013333333333333334,0.03333333333333333,0.0033333333333333335,0.0033333333333333335,0.2866666666666667,0.43,14
CA_17100,0.08,0.023333333333333334,0.023333333333333334,0.07666666666666666,0.04,0.0,0.013333333333333334,0.0,0.05,0.006666666666666667,0.023333333333333334,0.0033333333333333335,0.01,0.28,0.37,14
CA_17110,0.016666666666666666,0.0033333333333333335,0.013333333333333334,0.01,0.013333333333333334,0.0,0.01,0.0,0.013333333333333334,0.01,0.03666666666666667,0.016666666666666666,0.0033333333333333335,0.13333333333333333,0.72,14
CA_17137,0.04,0.023333333333333334,0.06,0.11666666666666667,0.08666666666666667,0.006666666666666667,0.03666666666666667,0.0,0.05,0.0033333333333333335,0.03,0.0033333333333333335,0.013333333333333334,0.21666666666666667,0.31333333333333335,14
CA_17147,0.016666666666666666,0.006666666666666667,0.02666666666666667,0.02666666666666667,0.016666666666666666,0.0,0.02,0.0,0.03,0.0,0.03666666666666667,0.01,0.0,0.11,0.7,14
CA_17150,0.013333333333333334,0.013333333333333334,0.02,0.03,0.006666666666666667,0.0,0.01,0.0,0.03666666666666667,0.0,0.05,0.0033333333333333335,0.0,0.1,0.7166666666666667,14
CA_17202,0.023333333333333334,0.013333333333333334,0.02,0.04,0.03,0.0,0.013333333333333334,0.0,0.02666666666666667,0.0,0.02,0.006666666666666667,0.0,0.15333333333333332,0.6533333333333333,14
CA_17288,0.02,0.0033333333333333335,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.0,0.016666666666666666,0.0,0.03,0.0,0.056666666666666664,0.013333333333333334,0.0,0.16666666666666666,0.61,14
CA_17325,0.023333333333333334,0.01,0.023333333333333334,0.03666666666666667,0.016666666666666666,0.0,0.01,0.0,0.03,0.0,0.04,0.02,0.0,0.18666666666666668,0.6033333333333334,14
CA_17329,0.016666666666666666,0.013333333333333334,0.02,0.023333333333333334,0.016666666666666666,0.0,0.0033333333333333335,0.0,0.02,0.0,0.02,0.013333333333333334,0.0,0.13333333333333333,0.72,14
CA_17338,0.016666666666666666,0.006666666666666667,0.016666666666666666,0.023333333333333334,0.013333333333333334,0.0,0.013333333333333334,0.0,0.03666666666666667,0.0,0.02666666666666667,0.0033333333333333335,0.0,0.09,0.7533333333333333,14
CA_17344,0.05,0.006666666666666667,0.006666666666666667,0.07666666666666666,0.023333333333333334,0.0,0.02,0.0,0.03666666666666667,0.0,0.023333333333333334,0.0033333333333333335,0.006666666666666667,0.15333333333333332,0.5933333333333334,14
CA_17453,0.05,0.013333333333333334,0.02666666666666667,0.023333333333333334,0.02,0.0033333333333333335,0.0,0.0,0.03333333333333333,0.0,0.016666666666666666,0.0,0.006666666666666667,0.17666666666666667,0.63,14
CA_17462,0.08,0.013333333333333334,0.016666666666666666,0.10666666666666667,0.06,0.0,0.01,0.0,0.06333333333333334,0.006666666666666667,0.03,0.01,0.006666666666666667,0.26666666666666666,0.33,14
