model_type,country,best_val_loss,best_epoch,checkpoint_path,original_lr,fine_tuned_lr
tsmixer,Tajikistan,0.05050606280565262,21,experiments/FineTuning/output/DataSharing/checkpoints/tajikistan/tsmixer/Tajikistan_tsmixer_epoch=21_val_loss=0.0505.ckpt,0.0004021554526690286,4.021554526690286e-05
