epoch,lr-Adam,step,train_loss,train_mse
,0.003,0,,
0,,49,1.57711660861969,1.57711660861969
0,,99,1.196877121925354,1.196877121925354
0,,149,0.8684954047203064,0.8684954047203064
0,,199,0.6713811159133911,0.6713811159133911
0,,249,0.6904611587524414,0.6904611587524414
0,,299,0.990691602230072,0.990691602230072
0,,349,0.8088323473930359,0.8088323473930359
0,,399,0.572197437286377,0.572197437286377
0,,449,0.7104564905166626,0.7104564905166626
0,,499,0.7952229380607605,0.7952229380607605
0,,549,1.0589278936386108,1.0589278936386108
