epoch,lr-Adam,step,train_domain_loss,train_loss,train_task_loss,val_domain_acc,val_loss
,5.9999999999999995e-05,0,,,,,
0,,49,0.44139015674591064,0.3394319713115692,0.20701491832733154,,
0,,99,0.3339076638221741,0.31160038709640503,0.21142809092998505,,
0,,149,0.28888946771621704,0.28006210923194885,0.19339527189731598,,
0,,199,0.2808775007724762,0.2711154520511627,0.18685220181941986,,
0,,249,0.2728499174118042,0.28438860177993774,0.20253363251686096,,
0,,258,,,,0.9234137535095215,0.2427636831998825
,5.9999999999999995e-05,259,,,,,
1,,299,0.2768436074256897,0.2972862720489502,0.21423320472240448,,
1,,349,0.271640419960022,0.3028281629085541,0.22133603692054749,,
1,,399,0.26598256826400757,0.2819068431854248,0.20211206376552582,,
1,,449,0.28017669916152954,0.32778531312942505,0.24373231828212738,,
1,,499,0.2963476777076721,0.3390752077102661,0.25017091631889343,,
1,,517,,,,0.9141584038734436,0.2372090220451355
,5.9999999999999995e-05,518,,,,,
2,,549,0.2944300174713135,0.31618231534957886,0.22785329818725586,,
2,,599,0.32326266169548035,0.30839285254478455,0.21141405403614044,,
2,,649,0.3445085883140564,0.3229532241821289,0.2196006327867508,,
2,,699,0.39306747913360596,0.34486186504364014,0.22694163024425507,,
2,,749,0.4522586464881897,0.37384259700775146,0.2381650060415268,,
2,,776,,,,0.7984854578971863,0.24766695499420166
,5.9999999999999995e-05,777,,,,,
3,,799,0.4752863645553589,0.3844544291496277,0.2418684959411621,,
3,,849,0.477717787027359,0.3864489197731018,0.24313358962535858,,
3,,899,0.46405094861984253,0.37011194229125977,0.23089666664600372,,
3,,949,0.43542537093162537,0.3800138831138611,0.249386265873909,,
3,,999,0.43770265579223633,0.3589518070220947,0.2276410162448883,,
3,,1035,,,,0.8022526502609253,0.24471314251422882
,5.9999999999999995e-05,1036,,,,,
4,,1049,0.4506481885910034,0.3583838939666748,0.22318942844867706,,
4,,1099,0.4592583179473877,0.38036787509918213,0.24259038269519806,,
4,,1149,0.4524897634983063,0.3529012203216553,0.21715426445007324,,
4,,1199,0.427994042634964,0.3557850122451782,0.22738678753376007,,
4,,1249,0.442815899848938,0.34291213750839233,0.21006737649440765,,
4,,1294,,,,0.8086395859718323,0.24082206189632416
