model_type,country,best_val_loss,best_epoch,checkpoint_path,original_lr,fine_tuned_lr
tsmixer,Kyrgyzstan,0.05845426395535469,11,experiments/FineTuning/output/SimilarityBased/checkpoints/kyrgyzstan/tsmixer/Kyrgyzstan_tsmixer_epoch=11_val_loss=0.0585.ckpt,0.000658628931758311,6.58628931758311e-05
