run,seed,best_val_loss,best_epoch,checkpoint_path
0,42,0.052513718605041504,40,experiments/QuantileMapping/results/checkpoints/quantile_mapped/tide/run_0/quantile_mapped_tide_epoch=40_val_loss=0.0525.ckpt
