run,model_type,group,best_val_loss,best_epoch,checkpoint_path
0,tsmixer,group1,0.10428401827812195,15,experiments/SimilarityBasedTransfer/output/kyrgyzstan/checkpoints/group1/tsmixer/run_0/group1_tsmixer_epoch=15_val_loss=0.1043.ckpt
