model_type,country,best_val_loss,best_epoch,checkpoint_path,original_lr,fine_tuned_lr,run
tsmixer,Kyrgyzstan,0.05506420135498047,10,experiments/FineTuning/output/SimilarityBased/checkpoints/kyrgyzstan/tsmixer/run_0/Kyrgyzstan_tsmixer_run0_10_0.0551.ckpt,0.000658628931758311,6.58628931758311e-05,0
